task,method,is_selected,family,scope,artifact,artifact_removal_fraction,effective_n,out_of_candidate_subspace_fraction,linearity_max_abs_error,incremental_error_vs_P0,peak_ratio_F3,amplitude_bias_abs,peak_shift_samples_F3,peak_shift_samples_max,relative_waveform_error
1,U0_L10,False,oscillatory,single_trial_operator,none,,20,1,8.4806636539702662e-12,0.027712794176488569,0.97303260920613532,0.026967390793956381,0,0,0.027743350690983042
1,U0_L10,False,oscillatory,weighted_ERP_pipeline,blink_like,0.12036625977074766,18.039821779758004,1,,,0.97303260920583923,0.026967390794160773,0,0,0.02774335069098352
1,U0_L10,False,oscillatory,weighted_ERP_pipeline,muscle_like,0.51244677584777309,15.11954190436634,1,,,0.99795856483601053,0.070636998387549443,0,0,0.097761421826235526
1,U0_L10,False,oscillatory,weighted_ERP_pipeline,step_like,0.099923914802224956,18.039821779758004,1,,,0.97303260920611157,0.026967390793888435,0,0,0.027743350690982712
1,U0_L10,False,slow_common,single_trial_operator,none,,20,1,5.155875726359227e-12,6.7267014319006814e-05,0.72680493877311869,0.27319506122688131,-1,1,0.32123491711349017
1,U0_L10,False,slow_common,weighted_ERP_pipeline,blink_like,0.12036625977065296,18.039821779758004,1,,,0.72680493877301566,0.27319506122698434,-1,1,0.32123491711357088
1,U0_L10,False,slow_common,weighted_ERP_pipeline,muscle_like,0.56332034014495291,15.277211191928835,1,,,0.75516184982330314,0.27315225094178952,1,1,0.31106390773994735
1,U0_L10,False,slow_common,weighted_ERP_pipeline,step_like,0.099927663894378238,18.039821878934291,1,,,0.72679690373349348,0.27320309626650652,-1,1,0.32123808274204346
1,U0_L10,False,outside_subspace_stress,single_trial_operator,none,,20,1,7.333689211463934e-12,0.022037877093361309,0.94155504447213145,2.040362544513628,-1,54,0.081373817562047479
1,U0_L10,False,outside_subspace_stress,weighted_ERP_pipeline,blink_like,0.12036625977074167,18.039821779758004,1,,,0.94155504447176763,2.0403625445136369,-1,54,0.08137381756232108
1,U0_L10,False,outside_subspace_stress,weighted_ERP_pipeline,muscle_like,0.5109979318096638,14.928981744770322,1,,,0.98863505856070022,2.0775835579724857,-1,54,0.10792866895472582
1,U0_L10,False,outside_subspace_stress,weighted_ERP_pipeline,step_like,0.09992391480222651,18.039821779758004,1,,,0.9415550444722397,2.0403625445137696,-1,54,0.081373817562151493
1,U0_L10,False,mixed_subspace_stress,single_trial_operator,none,,20,1,5.0985882182885689e-12,0.010074545442586683,0.92636254060718537,0.07363745939281463,0,0,0.1066360112806226
1,U0_L10,False,mixed_subspace_stress,weighted_ERP_pipeline,blink_like,0.12036625977062554,18.039821779758004,1,,,0.92636254060700851,0.073637459392991489,0,0,0.10663601128090731
1,U0_L10,False,mixed_subspace_stress,weighted_ERP_pipeline,muscle_like,0.52398465803934069,15.050088771058686,1,,,0.9592291358911037,0.069305733559111737,0,0,0.09520868916594831
1,U0_L10,False,mixed_subspace_stress,weighted_ERP_pipeline,step_like,0.099923914802249825,18.039821779758004,1,,,0.92636254060706635,0.073637459392933646,0,0,0.10663601128084083
1,U0_L100,True,broad_common,single_trial_operator,none,,20,1,9.5405905398138202e-12,0.0016025021294567264,0.9173895753054786,0.0826104246945214,0,0,0.14494339133821665
1,U0_L100,True,broad_common,weighted_ERP_pipeline,blink_like,0.12074579328580559,18.039821779758004,1,,,0.91738957530525855,0.082610424694741447,0,0,0.14494339133818315
1,U0_L100,True,broad_common,weighted_ERP_pipeline,muscle_like,0.54682966001534972,15.233307981926737,1,,,0.94702384566622411,0.089322416076522804,0,0,0.12978339851194795
1,U0_L100,True,broad_common,weighted_ERP_pipeline,step_like,0.12059820632929996,18.039822111211681,1,,,0.91736318030349473,0.08263681969650527,0,0,0.14495652916213631
1,U0_L100,True,narrow_antisym,single_trial_operator,none,,20,1,7.4860846688284965e-12,0.084750082921601175,0.8919554326107999,0.10804456738923074,0,0,0.1041981466423067
1,U0_L100,True,narrow_antisym,weighted_ERP_pipeline,blink_like,0.12074579328596213,18.039821779758004,1,,,0.89195543261054755,0.10804456738965806,0,0,0.10419814664256211
1,U0_L100,True,narrow_antisym,weighted_ERP_pipeline,muscle_like,0.60025499842910524,15.161282242325404,1,,,0.88305246070871946,0.11694753929128054,0,0,0.12127824959694093
1,U0_L100,True,narrow_antisym,weighted_ERP_pipeline,step_like,0.12058511054455356,18.039821779758004,1,,,0.89195543261072241,0.10804456738953161,0,0,0.10419814664225957
1,U0_L100,True,shifted_antisym,single_trial_operator,none,,20,1,7.7047257462936614e-12,0.014389388447791111,0.89792562019751043,0.10207437980253609,0,0,0.22484828446417821
1,U0_L100,True,shifted_antisym,weighted_ERP_pipeline,blink_like,0.12074497964898845,18.039821779758004,1,,,0.89792562019749866,0.10207437980267486,0,0,0.2248482844642784
1,U0_L100,True,shifted_antisym,weighted_ERP_pipeline,muscle_like,0.57391431713052743,15.144468521627214,1,,,0.91653593610101836,0.1405169682352535,0,0,0.22058665462291444
1,U0_L100,True,shifted_antisym,weighted_ERP_pipeline,step_like,0.12060447771099692,18.039822261777704,1,,,0.8979049826873835,0.1020950173126165,0,0,0.22488413371695914
1,U0_L100,True,biphasic_common,single_trial_operator,none,,20,1,7.8713702222898974e-12,0.016085788046543127,0.93385513626302286,0.066144863736977366,0,0,0.12848371469767883
1,U0_L100,True,biphasic_common,weighted_ERP_pipeline,blink_like,0.12074579328613944,18.039821779758004,1,,,0.93385513626300443,0.066144863737031878,0,0,0.12848371469772041
1,U0_L100,True,biphasic_common,weighted_ERP_pipeline,muscle_like,0.54159542854493758,14.980165419992666,1,,,0.96676265822489926,0.079069446181249559,0,0,0.1216075285470479
1,U0_L100,True,biphasic_common,weighted_ERP_pipeline,step_like,0.12058511054464294,18.039821779758004,1,,,0.9338551362630122,0.066144863737051085,0,0,0.12848371469776529
1,U0_L100,True,oscillatory,single_trial_operator,none,,20,1,8.4932837672579975e-12,0.2114965768205799,0.79629875207449297,0.20370124792559918,0,0,0.21152108244668202
1,U0_L100,True,oscillatory,weighted_ERP_pipeline,blink_like,0.12074579328615442,18.039821779758004,1,,,0.79629875207419776,0.20370124792580224,0,0,0.21152108244668275
1,U0_L100,True,oscillatory,weighted_ERP_pipeline,muscle_like,0.51774379160633388,15.11954190436634,1,,,0.82200398742386294,1.7519764278081069,0,14,0.23170558433425822
1,U0_L100,True,oscillatory,weighted_ERP_pipeline,step_like,0.12058511054455767,18.039821779758004,1,,,0.79629875207446921,0.20370124792553079,0,0,0.21152108244668164
1,U0_L100,True,slow_common,single_trial_operator,none,,20,1,5.1596504846429525e-12,0.00029295429330228014,0.7267792965181602,0.27322070348184002,-1,1,0.32123229341932641
1,U0_L100,True,slow_common,weighted_ERP_pipeline,blink_like,0.12074579328605961,18.039821779758004,1,,,0.72677929651805728,0.27322070348194272,-1,1,0.32123229341940701
1,U0_L100,True,slow_common,weighted_ERP_pipeline,muscle_like,0.56808835489295029,15.277211191928835,1,,,0.75440455391092531,0.27398257633686895,1,1,0.31101797570808737
1,U0_L100,True,slow_common,weighted_ERP_pipeline,step_like,0.1205888301216449,18.039821878934291,1,,,0.72677137884670795,0.27322862115329205,-1,1,0.32123548991442336
1,U0_L100,True,outside_subspace_stress,single_trial_operator,none,,20,1,7.2870598444296775e-12,0.052000262243518502,0.93662864630498743,2.0209264801059139,-2,54,0.093235113313788961
1,U0_L100,True,outside_subspace_stress,weighted_ERP_pipeline,blink_like,0.12074579328614821,18.039821779758004,1,,,0.9366286463046255,2.0209264801059259,-2,54,0.09323511331402512
1,U0_L100,True,outside_subspace_stress,weighted_ERP_pipeline,muscle_like,0.51642575122859591,14.928981744770322,1,,,0.98645138822819778,2.0578417847727049,-2,54,0.11646791788135294
1,U0_L100,True,outside_subspace_stress,weighted_ERP_pipeline,step_like,0.12058511054455945,18.039821779758004,1,,,0.93662864630509601,2.0209264801060582,-2,54,0.093235113313881346
1,U0_L100,True,mixed_subspace_stress,single_trial_operator,none,,20,1,5.0841553189684419e-12,0.023838709654643436,0.92256801282420586,0.077431987175794137,0,0,0.10837982011548723
1,U0_L100,True,mixed_subspace_stress,weighted_ERP_pipeline,blink_like,0.12074579328603208,18.039821779758004,1,,,0.92256801282403023,0.077431987175969774,0,0,0.10837982011576666
1,U0_L100,True,mixed_subspace_stress,weighted_ERP_pipeline,muscle_like,0.52925034061319698,15.050088771058686,1,,,0.95836328089288703,0.07122681122148955,0,0,0.096621834513938493
1,U0_L100,True,mixed_subspace_stress,weighted_ERP_pipeline,step_like,0.12058511054458265,18.039821779758004,1,,,0.92256801282408918,0.077431987175910821,0,0,0.10837982011570202
1,U2_L1,False,broad_common,single_trial_operator,none,,20,0.91882010793344904,9.5722318960156372e-12,1.6215031339686746e-05,0.91903966334289178,0.080960336657108223,0,0,0.14493752155676806
1,U2_L1,False,broad_common,weighted_ERP_pipeline,blink_like,0.1203281218730593,18.039821779758004,0.91882010793344904,,,0.91903966334267184,0.080960336657328158,0,0,0.14493752155673451
1,U2_L1,False,broad_common,weighted_ERP_pipeline,muscle_like,0.53957557652511623,15.233307981926737,0.91882010793344904,,,0.94708096444184275,0.089431795038792061,0,0,0.13002860320768517
1,U2_L1,False,broad_common,weighted_ERP_pipeline,step_like,0.091230551474280053,18.039822111211681,0.91882010793344904,,,0.9190134818909127,0.080986518109087302,0,0,0.14495044365433574
1,U2_L1,False,narrow_antisym,single_trial_operator,none,,20,0.99721518281093768,7.5349795847223788e-12,0.001516272217135739,0.97750172386697298,0.022498276133027018,0,0,0.063655428641766321
1,U2_L1,False,narrow_antisym,weighted_ERP_pipeline,blink_like,0.12032812187321573,18.039821779758004,0.99721518281093768,,,0.97750172386672229,0.022498276133277706,0,0,0.063655428642188899
1,U2_L1,False,narrow_antisym,weighted_ERP_pipeline,muscle_like,0.59312393886787085,15.161282242325404,0.99721518281093768,,,0.96824228485122066,0.031757715148779342,0,0,0.08858650467968486
1,U2_L1,False,narrow_antisym,weighted_ERP_pipeline,step_like,0.09121732368510993,18.039821779758004,0.99721518281093768,,,0.97750172386689582,0.022498276133104178,0,0,0.063655428641693421
1,U2_L1,False,shifted_antisym,single_trial_operator,none,,20,0.99559008813662453,7.7771122874992216e-12,0.00016099143790542571,0.91235830042465249,0.087641699575347509,0,0,0.22447746968541182
1,U2_L1,False,shifted_antisym,weighted_ERP_pipeline,blink_like,0.12032744403922635,18.039821779758004,0.99559008813662453,,,0.91235830042464217,0.087641699575357834,0,0,0.22447746968551216
1,U2_L1,False,shifted_antisym,weighted_ERP_pipeline,muscle_like,0.56685200887535969,15.144468521627214,0.99559008813662453,,,0.93074971939270601,0.12777970799822957,0,0,0.2202986907586085
1,U2_L1,False,shifted_antisym,weighted_ERP_pipeline,step_like,0.091237181253533528,18.039822261777704,0.99559008813662453,,,0.91233528367738137,0.087674304176850404,0,0,0.22451320751308848
1,U2_L1,False,biphasic_common,single_trial_operator,none,,20,0.97311984710898392,8.0092599219483418e-12,0.00020016774023866107,0.94081921341501573,0.059180786584984268,0,0,0.12756551083489198
1,U2_L1,False,biphasic_common,weighted_ERP_pipeline,blink_like,0.12032812187339337,18.039821779758004,0.97311984710898392,,,0.94081921341499541,0.059180786585004586,0,0,0.12756551083493373
1,U2_L1,False,biphasic_common,weighted_ERP_pipeline,muscle_like,0.53397961646309144,14.980165419992666,0.97311984710898392,,,0.9717685467335746,0.073729207647084016,0,0,0.12134867606696383
1,U2_L1,False,biphasic_common,weighted_ERP_pipeline,step_like,0.091217323685199525,18.039821779758004,0.97311984710898392,,,0.94081921341500707,0.059180786584992928,0,0,0.12756551083497866
1,U2_L1,False,oscillatory,single_trial_operator,none,,20,0.99999959488098589,8.4702735277109031e-12,0.0028662458227072772,0.99717358408716583,0.0028303012888161172,0,0,0.00289771643100574
1,U2_L1,False,oscillatory,weighted_ERP_pipeline,blink_like,0.12032812187340791,18.039821779758004,0.99999959488098589,,,0.99717358408687018,0.0028303012889628887,0,0,0.0028977164310060111
1,U2_L1,False,oscillatory,weighted_ERP_pipeline,muscle_like,0.5100688330300378,15.11954190436634,0.99999959488098589,,,1.0222512328630269,0.046866990943639997,0,0,0.093797880325738756
1,U2_L1,False,oscillatory,weighted_ERP_pipeline,step_like,0.091217323685114038,18.039821779758004,0.99999959488098589,,,0.99717358408714218,0.0028303012886685686,0,0,0.0028977164310054235
1,U2_L1,False,slow_common,single_trial_operator,none,,20,0.76651195327095367,5.1387782917799996e-12,1.4998056245977717e-05,0.72680758693728309,0.27319254387627301,-1,1,0.32123523937530107
1,U2_L1,False,slow_common,weighted_ERP_pipeline,blink_like,0.12032812187331332,18.039821779758004,0.76651195327095367,,,0.7268075869371794,0.27319254387639402,-1,1,0.3212352393753819
1,U2_L1,False,slow_common,weighted_ERP_pipeline,muscle_like,0.56110871926715467,15.277211191928835,0.76651195327095367,,,0.75600920877576383,0.27238406555678774,1,1,0.31107271831957756
1,U2_L1,False,slow_common,weighted_ERP_pipeline,step_like,0.091221080756316963,18.039821878934291,0.76651195327095367,,,0.7267994524129876,0.2732005475870124,-1,1,0.32123840017001426
1,U2_L1,False,outside_subspace_stress,single_trial_operator,none,,20,0.99999999999999978,7.3567818503761373e-12,0.0043124899763147843,0.94318467691651753,2.039557967207033,0,54,0.078523552477390512
1,U2_L1,False,outside_subspace_stress,weighted_ERP_pipeline,blink_like,0.12032812187340192,18.039821779758004,0.99999999999999978,,,0.94318467691615127,2.0395579672070427,0,54,0.078523552477675521
1,U2_L1,False,outside_subspace_stress,weighted_ERP_pipeline,muscle_like,0.50851642279771858,14.928981744770322,0.99999999999999978,,,0.98822548614453076,2.077349474950192,0,54,0.10610176871219294
1,U2_L1,False,outside_subspace_stress,weighted_ERP_pipeline,step_like,0.091217323685115814,18.039821779758004,0.99999999999999978,,,0.94318467691662056,2.0395579672071751,0,54,0.078523552477496053
1,U2_L1,False,mixed_subspace_stress,single_trial_operator,none,,20,0.96671484575967848,5.0868198542275422e-12,0.0019711903001363492,0.9282748130315005,0.071725186968499499,0,0,0.10655110651626847
1,U2_L1,False,mixed_subspace_stress,weighted_ERP_pipeline,blink_like,0.12032812187328568,18.039821779758004,0.96671484575967848,,,0.92827481303132442,0.071725186968675581,0,0,0.10655110651655435
1,U2_L1,False,mixed_subspace_stress,weighted_ERP_pipeline,muscle_like,0.52157689170530142,15.050088771058686,0.96671484575967848,,,0.96081749518790471,0.069401605050036674,1,1,0.095230845751295007
1,U2_L1,False,mixed_subspace_stress,weighted_ERP_pipeline,step_like,0.091217323685138907,18.039821779758004,0.96671484575967848,,,0.92827481303138226,0.071725186968617738,0,0,0.10655110651648778
1,U2_L10,False,broad_common,single_trial_operator,none,,20,0.91882010793344904,9.5546903722265597e-12,0.00016185568950554619,0.9188853454888406,0.081114654511159401,0,0,0.14493482868505994
1,U2_L10,False,broad_common,weighted_ERP_pipeline,blink_like,0.12036554934995158,18.039821779758004,0.91882010793344904,,,0.91888534548862011,0.081114654511379891,0,0,0.14493482868502655
1,U2_L10,False,broad_common,weighted_ERP_pipeline,muscle_like,0.54186936524184381,15.233307981926737,0.91882010793344904,,,0.94720912297175619,0.089247614896171168,0,0,0.12997387857466006
1,U2_L10,False,broad_common,weighted_ERP_pipeline,step_like,0.099888906607889516,18.039822111211681,0.91882010793344904,,,0.91885882261031815,0.081141177389681851,0,0,0.14494777720095828
1,U2_L10,False,narrow_antisym,single_trial_operator,none,,20,0.99721518281093768,7.5668573512079063e-12,0.013704249713442494,0.96421144363204192,0.03578855636795808,0,0,0.065045084747036311
1,U2_L10,False,narrow_antisym,weighted_ERP_pipeline,blink_like,0.12036554935010801,18.039821779758004,0.99721518281093768,,,0.96421144363179123,0.035788556368208768,0,0,0.065045084747449383
1,U2_L10,False,narrow_antisym,weighted_ERP_pipeline,muscle_like,0.59552172457748798,15.161282242325404,0.99721518281093768,,,0.95520167188958949,0.044798328110410512,0,0,0.089559962831572137
1,U2_L10,False,narrow_antisym,weighted_ERP_pipeline,step_like,0.099875696638699329,18.039821779758004,0.99721518281093768,,,0.96421144363196554,0.035788556368034463,0,0,0.06504508474696441
1,U2_L10,False,shifted_antisym,single_trial_operator,none,,20,0.99559008813662453,7.7666761910677451e-12,0.0015904609065974585,0.91086589942848117,0.089134100571518826,0,0,0.22448333879562152
1,U2_L10,False,shifted_antisym,weighted_ERP_pipeline,blink_like,0.12036484791518909,18.039821779758004,0.99559008813662453,,,0.91086589942847118,0.089134100571528818,0,0,0.22448333879572194
1,U2_L10,False,shifted_antisym,weighted_ERP_pipeline,muscle_like,0.56920328447385815,15.144468521627214,0.99559008813662453,,,0.92929825784335396,0.12886530535344876,0,0,0.22026647801050736
1,U2_L10,False,shifted_antisym,weighted_ERP_pipeline,step_like,0.099895420428557147,18.039822261777704,0.99559008813662453,,,0.91084310995825446,0.089158156250023546,0,0,0.22451909842398221
1,U2_L10,False,biphasic_common,single_trial_operator,none,,20,0.97311984710898392,7.9563022836737218e-12,0.0019459292280557595,0.94009824529126806,0.059901754708731936,0,0,0.12756411268769491
1,U2_L10,False,biphasic_common,weighted_ERP_pipeline,blink_like,0.12036554935028521,18.039821779758004,0.97311984710898392,,,0.94009824529124997,0.059901754708750032,0,0,0.12756411268773671
1,U2_L10,False,biphasic_common,weighted_ERP_pipeline,muscle_like,0.5365281949912617,14.980165419992666,0.97311984710898392,,,0.97184413369738487,0.073703046314309684,0,0,0.12117200312833308
1,U2_L10,False,biphasic_common,weighted_ERP_pipeline,step_like,0.099875696638788702,18.039821779758004,0.97311984710898392,,,0.94009824529125918,0.059901754708740818,0,0,0.12756411268778164
1,U2_L10,False,oscillatory,single_trial_operator,none,,20,0.99999959488098589,8.4824508528313913e-12,0.027712705005512196,0.97304217702408358,0.026994159959905728,0,0,0.027743261063138173
1,U2_L10,False,oscillatory,weighted_ERP_pipeline,blink_like,0.12036554935030019,18.039821779758004,0.99999959488098589,,,0.97304217702378792,0.026994159960051722,0,0,0.027743261063138361
1,U2_L10,False,oscillatory,weighted_ERP_pipeline,muscle_like,0.51246831148840799,15.11954190436634,0.99999959488098589,,,0.99795726088246772,0.070635926983135922,0,0,0.097759701455293918
1,U2_L10,False,oscillatory,weighted_ERP_pipeline,step_like,0.099875696638703548,18.039821779758004,0.99999959488098589,,,0.97304217702405993,0.026994159959755626,0,0,0.027743261063137774
1,U2_L10,False,slow_common,single_trial_operator,none,,20,0.76651195327095367,5.1580961724084773e-12,6.7229687704918161e-05,0.72680585082766747,0.2731955682536803,-1,1,0.32123545575647861
1,U2_L10,False,slow_common,weighted_ERP_pipeline,blink_like,0.12036554935020516,18.039821779758004,0.76651195327095367,,,0.72680585082756388,0.2731955682538012,-1,1,0.32123545575655932
1,U2_L10,False,slow_common,weighted_ERP_pipeline,muscle_like,0.56334355405532999,15.277211191928835,0.76651195327095367,,,0.7551447931068388,0.27314647418750104,1,1,0.31106331493013234
1,U2_L10,False,slow_common,weighted_ERP_pipeline,step_like,0.099879448648057978,18.039821878934291,0.76651195327095367,,,0.72679780942781624,0.27320219057218376,-1,1,0.32123862032818923
1,U2_L10,False,outside_subspace_stress,single_trial_operator,none,,20,0.99999999999999978,7.3301364977851335e-12,0.022019787430310696,0.94130780634178779,2.0398657424338786,-1,54,0.081315085136809018
1,U2_L10,False,outside_subspace_stress,weighted_ERP_pipeline,blink_like,0.1203655493502942,18.039821779758004,0.99999999999999978,,,0.94130780634142408,2.0398657424338875,-1,54,0.081315085137082604
1,U2_L10,False,outside_subspace_stress,weighted_ERP_pipeline,muscle_like,0.51107692538481109,14.928981744770322,0.99999999999999978,,,0.98833342696046533,2.0769990569816459,-1,54,0.10783713635275258
1,U2_L10,False,outside_subspace_stress,weighted_ERP_pipeline,step_like,0.099875696638705214,18.039821779758004,0.99999999999999978,,,0.94130780634189515,2.0398657424340207,-1,54,0.081315085136910062
1,U2_L10,False,mixed_subspace_stress,single_trial_operator,none,,20,0.96671484575967848,5.0983661736836439e-12,0.010066503047980731,0.92626434417640924,0.073735655823590762,0,0,0.10680480326956056
1,U2_L10,False,mixed_subspace_stress,weighted_ERP_pipeline,blink_like,0.12036554935017785,18.039821779758004,0.96671484575967848,,,0.9262643441762326,0.073735655823767399,0,0,0.1068048032698454
1,U2_L10,False,mixed_subspace_stress,weighted_ERP_pipeline,muscle_like,0.52404418337758019,15.050088771058686,0.96671484575967848,,,0.95910440932992191,0.069350977268498482,0,0,0.095305339142492659
1,U2_L10,False,mixed_subspace_stress,weighted_ERP_pipeline,step_like,0.099875696638728417,18.039821779758004,0.96671484575967848,,,0.92626434417628956,0.073735655823710444,0,0,0.10680480326977899
1,U2_L100,False,broad_common,single_trial_operator,none,,20,0.91882010793344904,9.5455865434246334e-12,0.001598577767464087,0.91737010614401571,0.082629893855984293,0,0,0.14491454547210753
1,U2_L100,False,broad_common,weighted_ERP_pipeline,blink_like,0.12073866687310109,18.039821779758004,0.91882010793344904,,,0.91737010614379566,0.082629893856204339,0,0,0.14491454547207414
1,U2_L100,False,broad_common,weighted_ERP_pipeline,muscle_like,0.54699063700907202,15.233307981926737,0.91882010793344904,,,0.94694284433712017,0.08928111182533216,0,0,0.1297665017001495
1,U2_L100,False,broad_common,weighted_ERP_pipeline,step_like,0.12088220716183207,18.039822111211681,0.91882010793344904,,,0.9173436697151609,0.082656330284839097,0,0,0.14492763821197116
1,U2_L100,False,narrow_antisym,single_trial_operator,none,,20,0.99721518281093768,7.4862789578578059e-12,0.084749752869021824,0.89190840823402429,0.10809159176597571,0,0,0.10421972528824222
1,U2_L100,False,narrow_antisym,weighted_ERP_pipeline,blink_like,0.12073866687325752,18.039821779758004,0.99721518281093768,,,0.89190840823377204,0.10809159176622796,0,0,0.10421972528849807
1,U2_L100,False,narrow_antisym,weighted_ERP_pipeline,muscle_like,0.60035746795196243,15.161282242325404,0.99721518281093768,,,0.88301958574674211,0.11698041425325789,0,0,0.12130230766942005
1,U2_L100,False,narrow_antisym,weighted_ERP_pipeline,step_like,0.1208690906715566,18.039821779758004,0.99721518281093768,,,0.89190840823394724,0.10809159176605276,0,0,0.10421972528819519
1,U2_L100,False,shifted_antisym,single_trial_operator,none,,20,0.99559008813662453,7.7069461923429117e-12,0.014389160802371733,0.89791694814211698,0.10208305185788302,0,0,0.22486129355678397
1,U2_L100,False,shifted_antisym,weighted_ERP_pipeline,blink_like,0.12073785866212627,18.039821779758004,0.99559008813662453,,,0.89791694814210543,0.10208305185789457,0,0,0.22486129355688417
1,U2_L100,False,shifted_antisym,weighted_ERP_pipeline,muscle_like,0.574020708870144,15.144468521627214,0.99559008813662453,,,0.91651401767915619,0.14050896588142681,0,0,0.2205749007885569
1,U2_L100,False,shifted_antisym,weighted_ERP_pipeline,step_like,0.12088846435289768,18.039822261777704,0.99559008813662453,,,0.89789628933447485,0.10210371066552515,0,0,0.22489719732288149
1,U2_L100,False,biphasic_common,single_trial_operator,none,,20,0.97311984710898392,7.8740347575489977e-12,0.016064058923524072,0.93345549799006589,0.066544502009934114,0,0,0.12836438892131591
1,U2_L100,False,biphasic_common,weighted_ERP_pipeline,blink_like,0.12073866687343482,18.039821779758004,0.97311984710898392,,,0.93345549799004779,0.066544502009952211,0,0,0.12836438892135785
1,U2_L100,False,biphasic_common,weighted_ERP_pipeline,muscle_like,0.54179660381240724,14.980165419992666,0.97311984710898392,,,0.96632676084342339,0.078858731367535184,0,0,0.12150869311529647
1,U2_L100,False,biphasic_common,weighted_ERP_pipeline,step_like,0.12086909067164642,18.039821779758004,0.97311984710898392,,,0.93345549799005545,0.066544502009944551,0,0,0.12836438892140173
1,U2_L100,False,oscillatory,single_trial_operator,none,,20,0.99999959488098589,8.4972003391858841e-12,0.21149618227852252,0.79635675839980469,0.2038580753006447,0,0,0.21152068754034489
1,U2_L100,False,oscillatory,weighted_ERP_pipeline,blink_like,0.12073866687344981,18.039821779758004,0.99999959488098589,,,0.79635675839950892,0.20385807530079281,0,0,0.21152068754034545
1,U2_L100,False,oscillatory,weighted_ERP_pipeline,muscle_like,0.51789130620876045,15.11954190436634,0.99999959488098589,,,0.822010283212399,1.7519588541894748,0,14,0.23168378169361389
1,U2_L100,False,oscillatory,weighted_ERP_pipeline,step_like,0.12086909067156082,18.039821779758004,0.99999959488098589,,,0.79635675839978071,0.20385807530049704,0,0,0.21152068754034448
1,U2_L100,False,slow_common,single_trial_operator,none,,20,0.76651195327095367,5.1665338673956285e-12,0.00029195897960193834,0.7267891247143986,0.27322616498347729,-1,1,0.32123809002612214
1,U2_L100,False,slow_common,weighted_ERP_pipeline,blink_like,0.12073866687335499,18.039821779758004,0.76651195327095367,,,0.72678912471429546,0.27322616498359864,-1,1,0.32123809002620285
1,U2_L100,False,slow_common,weighted_ERP_pipeline,muscle_like,0.56823224314591736,15.277211191928835,0.76651195327095367,,,0.7543525595849615,0.27396861146123919,1,1,0.31103452513997198
1,U2_L100,False,slow_common,weighted_ERP_pipeline,step_like,0.12087281612943912,18.039821878934291,0.76651195327095367,,,0.72678119281449238,0.27322905461369507,-1,1,0.32124127339149527
1,U2_L100,False,outside_subspace_stress,single_trial_operator,none,,20,0.99999999999999978,7.2950534502069786e-12,0.051981879759835356,0.93576680608026375,2.0198660392415451,-2,54,0.093259512658368099
1,U2_L100,False,outside_subspace_stress,weighted_ERP_pipeline,blink_like,0.12073866687344359,18.039821779758004,0.99999999999999978,,,0.9357668060799017,2.0198660392415571,-2,54,0.093259512658605867
1,U2_L100,False,outside_subspace_stress,weighted_ERP_pipeline,muscle_like,0.51676424425825285,14.928981744770322,0.99999999999999978,,,0.98543653905353401,2.0565003394169805,-2,54,0.11596479924582601
1,U2_L100,False,outside_subspace_stress,weighted_ERP_pipeline,step_like,0.12086909067156237,18.039821779758004,0.99999999999999978,,,0.93576680608037199,2.0198660392416903,-2,54,0.093259512658455779
1,U2_L100,False,mixed_subspace_stress,single_trial_operator,none,,20,0.96671484575967848,5.0790482930551661e-12,0.023830880788288596,0.92221636248752581,0.077783637512474191,0,0,0.10866531875544864
1,U2_L100,False,mixed_subspace_stress,weighted_ERP_pipeline,blink_like,0.12073866687332713,18.039821779758004,0.96671484575967848,,,0.92221636248735006,0.077783637512649939,0,0,0.10866531875572821
1,U2_L100,False,mixed_subspace_stress,weighted_ERP_pipeline,muscle_like,0.52950428693770735,15.050088771058686,0.96671484575967848,,,0.9579278489822628,0.071199617998487286,0,0,0.096693321710620422
1,U2_L100,False,mixed_subspace_stress,weighted_ERP_pipeline,step_like,0.1208690906715858,18.039821779758004,0.96671484575967848,,,0.9222163624874089,0.077783637512591097,0,0,0.10866531875566354
1,U4_L1,False,broad_common,single_trial_operator,none,,20,0.67811692143408298,9.574341319762425e-12,1.6165316745221653e-05,0.9190392663939333,0.080960733606066704,0,0,0.14493815578017111
1,U4_L1,False,broad_common,weighted_ERP_pipeline,blink_like,0.12032788828961916,18.039821779758004,0.67811692143408298,,,0.91903926639371381,0.080960733606286195,0,0,0.14493815578013761
1,U4_L1,False,broad_common,weighted_ERP_pipeline,muscle_like,0.53958249638214051,15.233307981926737,0.67811692143408298,,,0.94707959967615019,0.089432373102178664,0,0,0.13002967271735677
1,U4_L1,False,broad_common,weighted_ERP_pipeline,step_like,0.091268257305235689,18.039822111211681,0.67811692143408298,,,0.91901308437476881,0.080986915625231193,0,0,0.14495107774742275
1,U4_L1,False,narrow_antisym,single_trial_operator,none,,20,0.93436076959264047,7.5245573660787102e-12,0.0015162519511644887,0.97750191846315748,0.022499312768827995,0,0,0.063651999014187485
1,U4_L1,False,narrow_antisym,weighted_ERP_pipeline,blink_like,0.12032788828977559,18.039821779758004,0.93436076959264047,,,0.97750191846290668,0.022499312769258317,0,0,0.063651999014609884
