task,condition,channel,method,time_s,mean,ci_low,ci_high
2,1,F3,SELECTED,-0.1953125,-4.0149173432147096,-11.190370649785431,2.5055664384783718
2,1,F3,SELECTED,-0.19140625,-3.7840974326481516,-10.519401044980855,2.3305804535914096
2,1,F3,SELECTED,-0.1875,-3.5568531981400824,-9.8346742594120844,2.1449659353537327
2,1,F3,SELECTED,-0.18359375,-3.3346677645510985,-9.1701205839401361,2.0201611373816055
2,1,F3,SELECTED,-0.1796875,-3.1172612038650054,-8.5648724232549078,1.9368220105974636
2,1,F3,SELECTED,-0.17578125,-2.8955678370375559,-7.9996396559474707,1.7899756305273882
2,1,F3,SELECTED,-0.171875,-2.6510172437049824,-7.479484934260757,1.6508885264695035
2,1,F3,SELECTED,-0.16796875,-2.3644721980612835,-6.7720930449293046,1.6438259639250272
2,1,F3,SELECTED,-0.1640625,-2.0296054684308582,-6.0566337941554949,1.6575020239772407
2,1,F3,SELECTED,-0.16015625,-1.6605916230476321,-5.3300188550236332,1.7514174195242298
2,1,F3,SELECTED,-0.15625,-1.2882819969703747,-4.6342680056973657,1.7899929278848368
2,1,F3,SELECTED,-0.15234375,-0.94854904965440445,-3.976141400259086,1.7978779201623296
2,1,F3,SELECTED,-0.1484375,-0.67109959414923381,-3.4839939695384428,1.7667662688154748
2,1,F3,SELECTED,-0.14453125,-0.4731424839185292,-3.0265463682567355,1.6825150415145316
2,1,F3,SELECTED,-0.140625,-0.35686693313454376,-2.5811633876397493,1.5160496613880741
2,1,F3,SELECTED,-0.13671875,-0.30918147970087317,-2.3462410410954635,1.3043196346138057
2,1,F3,SELECTED,-0.1328125,-0.30452705141137848,-2.1067944851119083,1.1315979670881167
2,1,F3,SELECTED,-0.12890625,-0.31188463531128618,-1.8676148094845826,1.0776393953841961
2,1,F3,SELECTED,-0.125,-0.30453439081283079,-1.7245843750948071,1.0595911264475304
2,1,F3,SELECTED,-0.12109375,-0.26874978228836111,-1.5892650426302035,1.1174767021292578
2,1,F3,SELECTED,-0.1171875,-0.20786377148067772,-1.4952298029906328,1.1770638840519776
2,1,F3,SELECTED,-0.11328125,-0.14014394854717507,-1.4126425422077609,1.2557165791205771
2,1,F3,SELECTED,-0.109375,-0.091113682048420477,-1.3842051636505743,1.3943493899479544
2,1,F3,SELECTED,-0.10546875,-0.083323649953920276,-1.5327773148422386,1.4560426569761549
2,1,F3,SELECTED,-0.1015625,-0.12808139921085071,-1.740791242557753,1.5486134840681267
2,1,F3,SELECTED,-0.09765625,-0.22228416645979182,-1.9435411462130505,1.5744899591759882
2,1,F3,SELECTED,-0.09375,-0.35015614758092223,-2.2131829772812806,1.5879478817668939
2,1,F3,SELECTED,-0.08984375,-0.48776586075976858,-2.4688068942057817,1.5025042051798601
2,1,F3,SELECTED,-0.0859375,-0.60903056769001152,-2.6597147116490598,1.6183500145717327
2,1,F3,SELECTED,-0.08203125,-0.69289630912932842,-2.8038503615144896,1.8757002011833757
2,1,F3,SELECTED,-0.078125,-0.72953341131738858,-2.904125169290142,1.9932087524530377
2,1,F3,SELECTED,-0.07421875,-0.72058475108545028,-2.9465476601368858,2.1575177981703026
