task,repeat,method,contrast,channel,correlation,rmse,rms_half_a,rms_half_b
1,15,W0,difference,F3,-0.070050355135973547,8.1162573067195289,3.3001614657676521,7.291376575215649
1,15,W0,difference,F4,-0.11411806193673531,15.538107676156459,9.975293978393788,7.2023005723178182
1,15,SELECTED,common,Fz,0.54367375679018193,23.496535878130178,24.945901599141052,3.9367260398518433
1,15,SELECTED,common,F3,0.76496294658164832,8.4257912859370254,7.3997836530328893,6.7589068786929172
1,15,SELECTED,common,F4,0.64282149401290845,10.935144283287624,10.796528202278941,5.1804037870139181
1,15,SELECTED,difference,Fz,-0.31251858714914132,73.945376480232298,69.031695036492664,6.2520735988897007
1,15,SELECTED,difference,F3,-0.43804011636373097,6.7513735422703194,4.5222843187076105,7.2711835054785157
1,15,SELECTED,difference,F4,-0.2448076256843443,18.591204623549228,13.044058500789685,7.174384771704414
1,16,P0,common,Fz,0.36395299000273612,10.681373847314427,13.176783085718633,16.657570641013731
1,16,P0,common,F3,0.48229901478176224,13.410967361650707,8.554275896871042,7.9930220385314401
1,16,P0,common,F4,0.93558736136662835,11.324167841665641,11.789163050612958,5.7639140938056137
1,16,P0,difference,Fz,-0.22826028159824371,24.255762662030328,32.444687096991608,34.59116984132784
1,16,P0,difference,F3,-0.70073325157690081,26.238618491899004,11.830365071963028,14.948029054494276
1,16,P0,difference,F4,-0.83039598549382099,29.35114877302162,15.862883352998571,15.792387874261939
1,16,W0,common,Fz,0.87683835117232845,4.2200308799193023,7.0892349591810149,3.6992258062639061
1,16,W0,common,F3,0.76065788138711776,9.1824464419471585,8.2879393189080552,6.6248704026184368
1,16,W0,common,F4,0.89733184675664013,12.258227348601181,10.473140686569289,7.3669885466042198
1,16,W0,difference,Fz,0.23636255128278386,8.7834159612806424,7.5305664341995531,4.2157741034752094
1,16,W0,difference,F3,-0.4597623865181254,13.440573553375897,5.3049474904446203,9.7090581256107527
1,16,W0,difference,F4,-0.10218720980082245,12.371954305452444,8.1920520829029471,6.2694947606029308
1,16,SELECTED,common,Fz,0.59788687290656717,17.440576239797661,7.0630378747249294,16.657570641013731
1,16,SELECTED,common,F3,0.51022941009573053,10.920848836486323,8.2931752488757926,7.9930220385314401
1,16,SELECTED,common,F4,0.9370687856387655,8.9449919791472361,10.469084465321966,5.7639140938056137
1,16,SELECTED,difference,Fz,0.41527013475583885,28.340018626495944,7.4441835301184858,34.59116984132784
1,16,SELECTED,difference,F3,-0.00078969880193013821,17.844297768516459,5.1788669437350228,14.948029054494276
1,16,SELECTED,difference,F4,-0.079213189653441249,19.646901671376551,8.1181081367836736,15.792387874261939
1,17,P0,common,Fz,0.28381041064410645,13.121350516577374,10.503434748473714,19.141767693831568
1,17,P0,common,F3,0.50177741936776654,13.127349625626522,6.4087327962172589,9.5108047805455449
1,17,P0,common,F4,0.46707372084377696,12.601709237809867,10.131158943674917,9.1676265655325615
1,17,P0,difference,Fz,-0.11724276736689188,25.948030918636249,39.067537052357245,27.553794871422017
1,17,P0,difference,F3,-0.32268543871016098,8.2251738189212489,4.575011894506555,5.433968945907468
1,17,P0,difference,F4,-0.19703636844693692,11.278901114030724,8.3592194837946412,8.3451345100118743
1,17,W0,common,Fz,0.61838854298221535,11.102637600565496,7.5315767627218637,7.7792824178938416
1,17,W0,common,F3,0.7515033991236949,6.1185650247196408,5.527627115890045,7.6952020593462409
1,17,W0,common,F4,0.74880439617921701,6.6152701006193464,7.2151753215519454,7.7313238058419156
1,17,W0,difference,Fz,0.52597342508589195,5.2611797949596015,6.1538049292251582,3.4067908246658254
1,17,W0,difference,F3,-0.14283824751054977,5.676956254657946,4.70139548064369,4.7787998621902226
1,17,W0,difference,F4,-0.14729182419054002,8.6914003115440064,7.968397965735142,2.8268658851303181
1,17,SELECTED,common,Fz,0.57882589793536721,7.6285482818552532,10.503434748473714,7.7601990666326
1,17,SELECTED,common,F3,0.47700513598290889,10.896492076885172,6.4087327962172589,7.6988572766533121
1,17,SELECTED,common,F4,0.45964024123998126,12.247101184464192,10.131158943674917,7.7140434672000646
1,17,SELECTED,difference,Fz,0.32149813099918201,37.981854084284628,39.067537052357245,3.2559662492210171
1,17,SELECTED,difference,F3,-0.40821294761412863,7.6765960973275744,4.575011894506555,4.6929570623606471
1,17,SELECTED,difference,F4,-0.33714638497818727,9.2240284877470877,8.3592194837946412,2.5372825793360811
1,18,P0,common,Fz,0.71000809481914018,25.095865069313628,3.9808350059732192,26.508854523157218
1,18,P0,common,F3,0.74186101267232396,7.1610211548208866,6.9755212531016939,4.7210513109450938
1,18,P0,common,F4,0.71364910189380071,8.7783740467709386,7.8276746328177991,9.1927412342160171
1,18,P0,difference,Fz,-0.51397150759657584,66.630415488149907,4.8595937605707809,64.543821194513455
1,18,P0,difference,F3,-0.30728949003553541,6.2426402812511279,4.2278686495695688,4.131025992380148
1,18,P0,difference,F4,0.37634213660137444,9.2069392087233428,6.2827647193771208,8.97756833600676
1,18,W0,common,Fz,0.85344849016525115,4.7103549132338616,4.8792353500381553,6.696963645623625
1,18,W0,common,F3,0.86640360999570565,5.0027187471441898,6.9916773940089012,6.3579208371983524
1,18,W0,common,F4,0.87278516154382046,9.4715348072826888,8.0893474035299029,8.5491435662998487
1,18,W0,difference,Fz,-0.09579520304955956,11.22204786398615,5.096613308655515,8.6140670269752846
1,18,W0,difference,F3,-0.53150905815829774,8.5715190094419089,3.3121946205754846,7.0413546396926234
1,18,W0,difference,F4,0.1446855003494735,6.7066107872766745,4.7438954247142915,6.2684506968630007
1,18,SELECTED,common,Fz,0.86750518851838254,4.6412475437328879,4.8223417907870942,6.6759034845479333
1,18,SELECTED,common,F3,0.87252621394397611,4.9254926362496061,6.9657405534315098,6.3378371974191614
1,18,SELECTED,common,F4,0.88025082649417918,9.4286043224851461,8.0649140544625268,8.5199637804819481
1,18,SELECTED,difference,Fz,-0.066672239788159116,11.113482460152481,4.9601579108886966,8.5992139538173973
1,18,SELECTED,difference,F3,-0.56146045581431747,8.3453306363155395,3.1023276365291994,6.939411402504593
1,18,SELECTED,difference,F4,0.18603014018288352,6.3385404373044718,4.5715941667289481,6.1043121127092572
1,19,P0,common,Fz,0.54365974040794041,23.706613060399057,3.6915812897442302,25.882807121683765
1,19,P0,common,F3,0.9111347189691742,4.7293042146940225,4.8008934040927906,5.8086697355757639
1,19,P0,common,F4,0.86155523509274312,4.20556377175419,6.3766079318111846,8.6623625960085135
1,19,P0,difference,Fz,-0.28311292772201957,58.834548074641525,5.2993791086346098,60.581818673449746
1,19,P0,difference,F3,-0.74725540832081883,19.710244849255869,9.47200013301563,10.953016725161381
1,19,P0,difference,F4,-0.1756210751059879,15.313982431885094,12.293008971287341,6.627493036700411
1,19,W0,common,Fz,0.83050726127356456,4.1214643130454647,4.0684451444058807,6.7983407106893843
1,19,W0,common,F3,0.89704928494955183,6.2952816585032148,7.5950477045290388,5.8692710695196411
1,19,W0,common,F4,0.90153618184052375,5.9626415284538421,6.9054893147606276,7.7631797017965161
1,19,W0,difference,Fz,-0.20904726147659586,7.9639232154415769,5.0682285218729852,6.4325396672535309
1,19,W0,difference,F3,-0.69320728705517309,13.395828293735917,6.7394259487796591,8.4179435192643091
1,19,W0,difference,F4,-0.47970754488260192,13.242529158665448,10.445244438595157,3.7962855442627061
1,19,SELECTED,common,Fz,0.47286368347741964,26.391106462653536,4.002160233100251,25.882807121683765
1,19,SELECTED,common,F3,0.87617803877859579,6.8066473711673305,7.5727783385464988,5.8086697355757639
1,19,SELECTED,common,F4,0.91072360292126386,6.8891079435525189,6.8609933537379417,8.6623625960085135
1,19,SELECTED,difference,Fz,-0.24914418095311303,58.478724949601506,4.9779224571509175,60.581818673449746
1,19,SELECTED,difference,F3,-0.18855164984326445,14.634999398913825,6.5991177580309843,10.953016725161381
1,19,SELECTED,difference,F4,0.22360333672262953,11.911846830577646,10.267401147759069,6.627493036700411
2,0,P0,common,Fz,0.99574567998282371,6.499481409065182,24.845846249129735,30.558890361271601
2,0,P0,common,F3,0.87849331924068219,17.099256656758921,28.402451260770519,36.565182027556311
2,0,P0,common,F4,0.84956011639571261,28.644241292071886,43.803691415482,40.599645121423592
2,0,P0,difference,Fz,-0.31699971351319939,11.77104817566423,7.7748482474467311,9.219735384843311
2,0,P0,difference,F3,-0.92114097518976013,75.283582560155594,44.95024172425704,32.873012192925579
2,0,P0,difference,F4,0.17268478894767475,81.768435252450558,93.346841387849707,22.734529791002501
2,0,W0,common,Fz,0.99062314349315739,7.5727605517175887,24.813413751501812,30.815081059627008
2,0,W0,common,F3,0.99390159759873875,13.349091545999213,21.924587858591785,34.697155107102347
2,0,W0,common,F4,0.97375102110353362,21.230917871126476,35.983728915951325,37.91795292007852
2,0,W0,difference,Fz,-0.54318293861059097,12.644542399968863,8.9816940689700875,6.2994823442165933
2,0,W0,difference,F3,-0.32506285289895298,30.446962487133678,25.615771952317417,6.8426634476406907
2,0,W0,difference,F4,-0.67161132851373118,19.009523697185632,7.0637315221892374,13.528822077834077
2,0,SELECTED,common,Fz,0.99106548318397936,7.5356545026155759,24.802087278444038,30.816855410808881
2,0,SELECTED,common,F3,0.9945695862253805,13.328433295736451,21.928051856617301,34.699248882527868
2,0,SELECTED,common,F4,0.97399262506117767,21.227954317461695,35.983042774679554,37.930191828587539
2,0,SELECTED,difference,Fz,-0.56238513566728043,12.484458635526178,8.8401712911663868,6.2075988458990556
2,0,SELECTED,difference,F3,-0.33364151187841756,30.372445016181675,25.54305408455815,6.7667499874865893
2,0,SELECTED,difference,F4,-0.68496704835627265,18.929489176133853,6.9388679962859872,13.488211098601335
2,1,P0,common,Fz,0.99472841945464896,3.1972070230921354,28.696829162793936,27.316834758592719
2,1,P0,common,F3,0.94821973916393543,15.395901842088538,26.352461840082363,36.776804271667963
2,1,P0,common,F4,0.96941097097278428,16.260300164606718,44.097480743218824,35.801586988933352
2,1,P0,difference,Fz,0.62336837345401896,6.0176986146252762,8.5465366702867929,4.3508092790040802
2,1,P0,difference,F3,-0.92654539160625382,94.345720809899348,39.863021050174773,55.970833432559651
2,1,P0,difference,F4,0.47363692624957549,33.86460281552516,57.953009493596888,50.378560729322452
2,1,W0,common,Fz,0.99129092664223939,5.6933762292777139,30.08928712453789,26.422473486595752
2,1,W0,common,F3,0.98301774888179805,4.8643946314643376,27.218620261058316,29.109047180251849
2,1,W0,common,F4,0.98668320825272138,6.6721921946405898,38.107731575486831,34.662933838978248
2,1,W0,difference,Fz,0.50786003812810598,4.0800672705502272,3.6723012474568959,5.5867862191744315
2,1,W0,difference,F3,-0.44879516859820295,46.590046300904717,13.93884815858565,33.896711814180271
2,1,W0,difference,F4,0.55641172526890259,21.694340786236758,14.618497462966848,10.244468284748448
2,1,SELECTED,common,Fz,0.9917190808824774,5.6623014366599911,30.08643907983107,26.406491684984903
2,1,SELECTED,common,F3,0.98351095676676381,4.801665159477909,27.221929643471949,29.126938226363905
2,1,SELECTED,common,F4,0.98693142515372279,6.6178180264843931,38.108381317613826,34.661733841183477
2,1,SELECTED,difference,Fz,0.54090027799512153,3.8213017547698214,3.525697389204232,5.4478479976782985
2,1,SELECTED,difference,F3,-0.45670493639456888,46.542678612908759,13.914228336891508,33.842942140914047
2,1,SELECTED,difference,F4,0.56592053564636036,21.648221385120802,14.576287552882256,10.18520368497223
2,2,P0,common,Fz,0.9953591880048378,5.4258811576069652,28.758438042707724,27.486285186519023
2,2,P0,common,F3,0.91547862163210614,14.628320392341175,35.773653418812408,25.932136715021514
2,2,P0,common,F4,0.75510131486142551,43.463274257660153,38.958960383341413,50.218878485410606
2,2,P0,difference,Fz,-0.56463639710959324,18.183506107677452,14.143479010472031,6.4812767239507165
2,2,P0,difference,F3,-0.75129825252912086,69.084392023578729,29.63774017851555,41.929722338143151
2,2,P0,difference,F4,0.46484644206248238,67.761614512823769,25.842821338047894,82.568600080582598
2,2,W0,common,Fz,0.99511133388199235,4.1319184229323902,28.68851796756536,27.617622630942485
2,2,W0,common,F3,0.98361250590927352,8.6012269473924103,30.732259425031579,23.848058472766617
2,2,W0,common,F4,0.98551660348110504,27.292378643026847,35.631193818634458,41.398532457289953
2,2,W0,difference,Fz,-0.80985176313696261,23.741516560725604,12.251816491742455,12.846358407574193
2,2,W0,difference,F3,-0.17884615725397746,35.844280582803805,10.447942921597257,28.762784632324983
2,2,W0,difference,F4,-0.68096530365286045,20.786913800545374,16.327081929801466,7.6453354673789384
2,2,SELECTED,common,Fz,0.99574019765225874,4.0258027128462759,28.668013258854259,27.616897443902214
2,2,SELECTED,common,F3,0.98442977047303104,8.5388607267026995,30.732780761832593,23.8527073119308
2,2,SELECTED,common,F4,0.98613240618475728,27.273978850960649,35.614853568083582,41.402743257062141
2,2,SELECTED,difference,Fz,-0.83161216224075551,23.672607120452,12.202066888393476,12.76112418030487
2,2,SELECTED,difference,F3,-0.18162956360465263,35.789510462103259,10.387038238067587,28.71770937744067
2,2,SELECTED,difference,F4,-0.69517520114515718,20.71674834928336,16.281643058509403,7.541214784780669
2,3,P0,common,Fz,0.99344420762821128,4.2239740690988317,28.560527062237988,28.227758177327946
2,3,P0,common,F3,0.8979159899633421,17.66374234891726,27.438994675733998,40.160960510880571
2,3,P0,common,F4,0.95532826856482322,33.072279677811132,45.307827256333255,40.393049183924603
2,3,P0,difference,Fz,0.051195676552838618,9.0987547161271394,8.9552276250808323,7.3875835246176917
2,3,P0,difference,F3,-0.87000767975064208,84.160164816648205,32.49884243584907,53.80821537181793
2,3,P0,difference,F4,0.51974250820984436,75.58573653280294,21.664158942344923,79.923774409658066
2,3,W0,common,Fz,0.99134330815052996,4.9159380328745925,29.756942577021892,27.177276002461831
2,3,W0,common,F3,0.97949862564550216,8.1582448582266487,28.925963642724764,28.171437988006325
2,3,W0,common,F4,0.99104778315461972,5.0982150462808278,37.623066645953955,35.605040540852123
2,3,W0,difference,Fz,-0.28779354070608509,10.577734871504184,6.7661624207958102,6.6880587970210037
2,3,W0,difference,F3,0.36278044891629074,14.341394179601169,7.3683328768489007,18.890791744228821
2,3,W0,difference,F4,0.22441505854943028,15.763906902395671,12.005817571029125,9.5788675726626717
2,3,SELECTED,common,Fz,0.99187691370860676,4.8456388450180805,29.737454484747271,27.163434938357476
2,3,SELECTED,common,F3,0.98029798321548822,8.0769014940068633,28.932315835880051,28.174512242743358
2,3,SELECTED,common,F4,0.99146651267278774,5.0190796418637129,37.625459179884942,35.590556621107254
2,3,SELECTED,difference,Fz,-0.29595087630495814,10.418592932651757,6.6341973769440328,6.564245973252917
2,3,SELECTED,difference,F3,0.37914290921245797,14.297437847229125,7.2176443946844007,18.871058751046167
2,3,SELECTED,difference,F4,0.23409623084694664,15.675374999661349,11.95905178330174,9.4907612681383675
2,4,P0,common,Fz,0.98387157617707288,7.9735476193553021,29.396997623102646,27.194608934430509
2,4,P0,common,F3,0.89498066996906256,15.229555064760486,32.624208091738964,31.4777823671647
2,4,P0,common,F4,0.94221812445575326,22.780753455114024,41.262830628962014,40.586586271326382
2,4,P0,difference,Fz,-0.024663815535863127,8.9333358359212038,6.9566157403674751,7.8384348350862512
2,4,P0,difference,F3,-0.88109623304311957,111.03113987140945,64.520704970729895,47.434313921025087
2,4,P0,difference,F4,0.76850390291415793,53.52075830025391,71.362772670055818,39.04128039724165
2,4,W0,common,Fz,0.99043613683376508,6.5940255469110047,28.911266171531228,27.817428056869623
2,4,W0,common,F3,0.97603708809251988,10.482094086427978,23.279249019987823,31.953589821625176
2,4,W0,common,F4,0.98976627242883153,8.1680100954237727,36.07308725086223,36.480038267823019
2,4,W0,difference,Fz,-0.33357153301603809,13.092032387097561,9.4955254865210819,5.6225734689937141
2,4,W0,difference,F3,-0.69183954950591997,66.549205073411102,45.579074510720403,21.681752464553274
2,4,W0,difference,F4,-0.10332205641882948,40.361401755845534,20.054786576607963,22.649857094106469
2,4,SELECTED,common,Fz,0.99083063028705165,6.5496608738873148,28.916293585276357,27.799975082700911
2,4,SELECTED,common,F3,0.97659690518369557,10.469185187812464,23.278531844816658,31.960915436210566
2,4,SELECTED,common,F4,0.99002208302224415,8.1501683781313261,36.084508235497765,36.477225497361275
2,4,SELECTED,difference,Fz,-0.34832549184202161,13.031749610893403,9.4435398681740423,5.4938029396922481
2,4,SELECTED,difference,F3,-0.69983923282588623,66.551778399389406,45.557245517747113,21.68181183536095
2,4,SELECTED,difference,F4,-0.10295527221990017,40.407099319418435,20.070466804153213,22.644341654919728
2,5,P0,common,Fz,0.9953591880048378,5.4258811576069652,28.758438042707724,27.486285186519023
2,5,P0,common,F3,0.91547862163210614,14.628320392341175,35.773653418812408,25.932136715021514
2,5,P0,common,F4,0.75510131486142551,43.463274257660153,38.958960383341413,50.218878485410606
2,5,P0,difference,Fz,-0.56463639710959324,18.183506107677452,14.143479010472031,6.4812767239507165
2,5,P0,difference,F3,-0.75129825252912086,69.084392023578729,29.63774017851555,41.929722338143151
2,5,P0,difference,F4,0.46484644206248238,67.761614512823769,25.842821338047894,82.568600080582598
2,5,W0,common,Fz,0.99511133388199235,4.1319184229323902,28.68851796756536,27.617622630942485
2,5,W0,common,F3,0.98361250590927352,8.6012269473924103,30.732259425031579,23.848058472766617
2,5,W0,common,F4,0.98551660348110504,27.292378643026847,35.631193818634458,41.398532457289953
2,5,W0,difference,Fz,-0.80985176313696261,23.741516560725604,12.251816491742455,12.846358407574193
2,5,W0,difference,F3,-0.17884615725397746,35.844280582803805,10.447942921597257,28.762784632324983
2,5,W0,difference,F4,-0.68096530365286045,20.786913800545374,16.327081929801466,7.6453354673789384
2,5,SELECTED,common,Fz,0.99574019765225874,4.0258027128462759,28.668013258854259,27.616897443902214
2,5,SELECTED,common,F3,0.98442977047303104,8.5388607267026995,30.732780761832593,23.8527073119308
2,5,SELECTED,common,F4,0.98613240618475728,27.273978850960649,35.614853568083582,41.402743257062141
2,5,SELECTED,difference,Fz,-0.83161216224075551,23.672607120452,12.202066888393476,12.76112418030487
2,5,SELECTED,difference,F3,-0.18162956360465263,35.789510462103259,10.387038238067587,28.71770937744067
2,5,SELECTED,difference,F4,-0.69517520114515718,20.71674834928336,16.281643058509403,7.541214784780669
2,6,P0,common,Fz,0.98989748447750614,5.3245325613561159,29.415905888062824,27.339601267580093
2,6,P0,common,F3,0.86650238695619486,23.20603359240426,28.23777155953562,37.406129418968312
2,6,P0,common,F4,0.87110704827402352,37.21931290218923,49.42021616927574,37.063256258104687
2,6,P0,difference,Fz,-0.68729681838333023,21.170863661934202,12.13116746892638,12.584318878000509
2,6,P0,difference,F3,-0.8864308512150042,57.04650269772786,29.377899532689508,32.372062539732497
2,6,P0,difference,F4,0.28476101185900582,45.834112702192542,66.95642347047081,37.700214583545289
2,6,W0,common,Fz,0.99200386387446893,5.1882760563907757,30.130059715574404,26.99913232811129
2,6,W0,common,F3,0.96076176213934983,19.590633090366751,25.089424505371834,33.660444211006563
2,6,W0,common,F4,0.99154507326390928,7.8082613374985277,36.514226212703115,36.835605659918528
2,6,W0,difference,Fz,-0.81825211978821821,21.670664455770211,11.582260466451837,11.488733561381942
2,6,W0,difference,F3,-0.87578012424078078,30.255598566914475,12.661980465665325,24.304091681112649
2,6,W0,difference,F4,-0.88052916409892124,40.448036076083625,15.50378169741608,25.658660865230623
2,6,SELECTED,common,Fz,0.99245910637340129,5.1134653652350046,30.114792182044667,26.978930643700753
2,6,SELECTED,common,F3,0.96156543944980077,19.594844229217554,25.077288208825962,33.683356248116269
2,6,SELECTED,common,F4,0.99183225755460136,7.7615716430928083,36.505487828503881,36.830782067731121
2,6,SELECTED,difference,Fz,-0.82937993680713629,21.586119211775287,11.474891089896182,11.441096492926446
2,6,SELECTED,difference,F3,-0.88454459574066291,30.208526621482523,12.57394319109371,24.279567305492794
2,6,SELECTED,difference,F4,-0.88709793952165628,40.393984644300708,15.450231606413551,25.618279611445079
2,7,P0,common,Fz,0.99693029279336154,2.8163164577417441,28.836804964659244,27.552911066238234
2,7,P0,common,F3,0.91294151950951186,20.274797392632969,36.005784228727144,34.004028635267879
2,7,P0,common,F4,0.95436554383861072,53.303071920426959,51.557868582775399,43.506233639769768
2,7,P0,difference,Fz,-0.16011117145356854,10.655950914188754,10.2182438583613,5.3159585463177512
2,7,P0,difference,F3,-0.90417519389339329,128.55430697501404,56.891748029966742,72.592212827427986
2,7,P0,difference,F4,0.39155952842875363,107.16651614040509,25.567658187165286,95.417460823174579
2,7,W0,common,Fz,0.99721586541299501,4.3358618708622494,30.022638394315855,26.436001697454497
2,7,W0,common,F3,0.99256830120193873,18.291782218139545,36.898400542168147,22.751705444030101
2,7,W0,common,F4,0.99464096508547528,21.55796978435033,42.683242376867547,33.111519335736013
2,7,W0,difference,Fz,-0.50679480491044093,14.324880943051697,7.1481081399572934,9.0504178294548172
2,7,W0,difference,F3,-0.80039590411427142,78.906915901698298,30.879389540348274,48.613525966554079
2,7,W0,difference,F4,-0.29887683115569114,48.839791309651176,29.928740336844825,20.862412565786993
2,7,SELECTED,common,Fz,0.99755457646959933,4.2664711774776167,30.005958845914783,26.437339459004573
2,7,SELECTED,common,F3,0.99324116257511008,18.307559502563489,36.917262904188341,22.753941828682308
2,7,SELECTED,common,F4,0.99496797596370112,21.591286690068248,42.693126401636306,33.118491144985782
2,7,SELECTED,difference,Fz,-0.52831162711767898,14.222708483362066,7.0448025734949526,8.9573428666446429
2,7,SELECTED,difference,F3,-0.80644458714782752,78.901874240541744,30.868925795042422,48.601096778968007
2,7,SELECTED,difference,F4,-0.30434520262017284,48.830207205294258,29.89727878004285,20.852988706091196
2,8,P0,common,Fz,0.99417371382791853,6.3295394076990066,30.949445093376266,25.457533799772449
2,8,P0,common,F3,0.88777044951586259,23.25013458273931,37.561774421692682,26.718528746870494
2,8,P0,common,F4,0.94626353001312946,32.692705458962095,48.628128607265474,34.813425574443684
2,8,P0,difference,Fz,-0.42912012923849324,14.18359545541017,9.5569186663133259,9.2046519339859731
2,8,P0,difference,F3,-0.78760445236560039,47.398264369181241,27.713783454682925,23.815346096252902
2,8,P0,difference,F4,-0.38981280967790155,81.081060479572727,87.76563530610332,22.307518016477196
2,8,W0,common,Fz,0.994536188330014,7.0566010752517494,31.44525964421393,25.165788511379066
2,8,W0,common,F3,0.97584882220276525,18.240449263921072,36.530387717147626,19.389180791215779
2,8,W0,common,F4,0.99495025640808921,11.365623283322094,39.587741553076455,32.904472572557786
2,8,W0,difference,Fz,-0.61639827077542531,13.087359440257794,7.0256846044271706,8.3022190310904751
2,8,W0,difference,F3,-0.32389972547721441,25.280595448097838,19.391108608397513,12.982902494640523
2,8,W0,difference,F4,-0.32694249335910158,53.005490485228108,23.893823384671265,30.301499834333868
2,8,SELECTED,common,Fz,0.99504624748277049,6.9630183557781979,31.423237478131533,25.165872690519198
2,8,SELECTED,common,F3,0.97699519217101138,18.238802587310087,36.556183845251759,19.389820649664145
2,8,SELECTED,common,F4,0.99521764522133604,11.280644337367786,39.584845194158206,32.904906073792148
2,8,SELECTED,difference,Fz,-0.6366156453119709,13.001464988403189,6.9332040392145338,8.2096557513065775
2,8,SELECTED,difference,F3,-0.32942597857644546,25.225009049779384,19.348596009893956,12.931739484879195
2,8,SELECTED,difference,F4,-0.32946050949132555,53.036687412069838,23.914982639745702,30.28583162402666
2,9,P0,common,Fz,0.99657727477560831,3.7132105748359989,28.872191916684525,27.11739752451151
2,9,P0,common,F3,0.70275023682259519,29.652605145049225,42.860465580687055,21.28542127544392
2,9,P0,common,F4,0.90245289277772711,20.33109268307517,38.761491224953851,42.517594488179505
2,9,P0,difference,Fz,0.11870680413262054,8.6751743200982165,6.9938495117303621,8.0301199101728908
2,9,P0,difference,F3,-0.32461665053332267,30.766746194149512,22.785434062347019,13.969896222961069
2,9,P0,difference,F4,0.31285582850212185,62.512728645033356,26.668865911102408,81.088225075847603
2,9,W0,common,Fz,0.99319600583585121,4.9183593153722107,28.811267998836531,27.522237160750688
2,9,W0,common,F3,0.90121248619485483,30.875602475370499,40.640150608372018,18.014784090904147
2,9,W0,common,F4,0.99565957834272512,9.9077822562828555,37.542680022969535,35.142007946433829
2,9,W0,difference,Fz,-0.11822133987146533,7.3922152031719204,6.639404076113947,3.8431020189080671
2,9,W0,difference,F3,0.533860581857593,9.0681537835348163,9.8740389169921983,13.952070816788964
2,9,W0,difference,F4,0.046098912805673617,27.434490773787946,14.289523048663755,16.784188279392414
2,9,SELECTED,common,Fz,0.99353366726368164,4.8798419876778647,28.814518292676837,27.510137927493652
2,9,SELECTED,common,F3,0.9019135387274948,30.858272395343246,40.639860783411088,18.002211198599362
2,9,SELECTED,common,F4,0.99588229471617551,9.8854842547077233,37.55631769333344,35.135759003428767
2,9,SELECTED,difference,Fz,-0.1174108347340196,7.0866688902713149,6.5312137412773819,3.5056954161776472
2,9,SELECTED,difference,F3,0.55144905638736419,8.9272620695510092,9.8143452029060114,13.867218454444465
2,9,SELECTED,difference,F4,0.061262912025898432,27.402859653757144,14.258080719870687,16.742179137619797
2,10,P0,common,Fz,0.99551135795049184,8.4987675541340408,30.722045351665876,26.479279478885971
2,10,P0,common,F3,0.94522471131335073,23.289304493854193,42.16963722756293,24.475262864130844
2,10,P0,common,F4,0.9535778550980365,40.039856817718253,43.922774508153275,45.558415369863489
2,10,P0,difference,Fz,-0.48289627846561378,15.557901651461975,10.785639948373733,9.9323301589459767
2,10,P0,difference,F3,-0.93111680420971876,90.678990897617268,55.92310958052721,36.763366626146897
2,10,P0,difference,F4,0.37364815481202845,59.486994983106456,74.19916272122812,28.041646311472668
2,10,W0,common,Fz,0.99579208889531734,6.4491509102444153,29.792839980168985,27.335364671418606
2,10,W0,common,F3,0.96599248493631318,10.371375882740097,33.153695867619831,24.863664623846585
2,10,W0,common,F4,0.98938126273354909,24.514096491580627,38.015398739216103,39.912540055865847
2,10,W0,difference,Fz,-0.66611726493171264,15.108177257514409,9.7036418892189253,7.0823448127914279
2,10,W0,difference,F3,-0.78633485334941466,46.914549952870765,35.5008083984564,11.995690178598867
2,10,W0,difference,F4,-0.7583708097232621,38.33880158080391,21.16502728119454,21.651243012162645
2,10,SELECTED,common,Fz,0.99620333777364178,6.3803097328516074,29.770535530582173,27.340100504272069
2,10,SELECTED,common,F3,0.96639354573913572,10.366628849627455,33.166371341785087,24.856855662803845
2,10,SELECTED,common,F4,0.98978206000564117,24.492822803463564,38.000449699569565,39.922723799105668
2,10,SELECTED,difference,Fz,-0.68455160993291797,14.999731234573646,9.638755203121061,6.9362973132121404
2,10,SELECTED,difference,F3,-0.80380101849295982,46.902332061150851,35.474977215961616,11.956314500206489
2,10,SELECTED,difference,F4,-0.76585840677433104,38.323790272234987,21.141200094184782,21.621292543910879
2,11,P0,common,Fz,0.99756655486800472,6.8312441770528753,26.890803998635654,29.331403913560184
2,11,P0,common,F3,0.63265136751614792,28.905231272872726,27.959708724632286,38.690860233399789
2,11,P0,common,F4,0.95200890308427732,18.304196395945453,33.643428079120632,46.220082649349422
2,11,P0,difference,Fz,-0.2922954505794304,11.699931185809975,10.126682628748538,6.5409325695184295
2,11,P0,difference,F3,-0.52145366050451969,57.646471805379655,22.178310652774847,37.680578840652501
2,11,P0,difference,F4,-0.35361299642150634,100.87722032973316,15.127375824962616,100.76907524165037
2,11,W0,common,Fz,0.99795157828110181,4.9201243127601169,26.995385900404287,29.303367412397851
2,11,W0,common,F3,0.98913282675928837,9.1771908328296874,26.603208382377801,29.411442150204557
2,11,W0,common,F4,0.99669204421369428,16.529934938517599,38.007757582702105,35.797245043334492
2,11,W0,difference,Fz,-0.47472927261876036,13.297435284960857,7.1657824082388792,8.5837552068964182
2,11,W0,difference,F3,-0.042793163300185275,42.527300806154642,14.630076744772916,31.78009959255515
2,11,W0,difference,F4,-0.41260174891543072,47.04358439153728,27.62057168448295,20.600449222815296
