trial_key,task,channel,effective_pre_s,effective_post_s,rmse_native,training_scaled_rmse
A_Task-1_trial-064,1,Fz,2,3,6.1658469228260717,0.063543854108821851
A_Task-1_trial-064,1,F3,2,3,7.2150619033210077,0.061437721249685946
A_Task-1_trial-064,1,F4,2,3,10.04391324645905,0.068192491871336677
A_Task-1_trial-065,1,Fz,2,3,1.7675444734576564,0.018215922250104797
A_Task-1_trial-065,1,F3,2,3,5.0657408183024843,0.043135814562418329
A_Task-1_trial-065,1,F4,2,3,4.5208014030808865,0.030693685356173856
A_Task-1_trial-066,1,Fz,2,3,3.4969940976538467,0.036039247412726495
A_Task-1_trial-066,1,F3,2,3,6.9369898301998614,0.059069880925561265
A_Task-1_trial-066,1,F4,2,3,2.3408314714489658,0.015892922128257998
A_Task-1_trial-067,1,Fz,2,3,2.5018070955807272,0.025783070368073983
A_Task-1_trial-067,1,F3,2,3,3.023259267037897,0.025743668259909071
A_Task-1_trial-067,1,F4,2,3,6.2396245843161662,0.042363522892452272
A_Task-1_trial-068,1,Fz,2,3,4.3103742793366111,0.044421763593677513
A_Task-1_trial-068,1,F3,2,3,7.5900512498617028,0.064630831891434537
A_Task-1_trial-068,1,F4,2,3,0.80275444003550367,0.0054502487510134125
A_Task-1_trial-069,1,Fz,2,3,3.9861020529788318,0.041079885778492115
A_Task-1_trial-069,1,F3,2,3,7.3701794816413688,0.06275857901438317
A_Task-1_trial-069,1,F4,2,3,3.4737328661360474,0.023584682028261209
A_Task-1_trial-070,1,Fz,2,3,2.6582838699282676,0.027395685381876787
A_Task-1_trial-070,1,F3,2,3,1.2157364041772076,0.010352243031838012
A_Task-1_trial-070,1,F4,2,3,6.7884040500935603,0.046089425171862611
A_Task-1_trial-071,1,Fz,2,3,2.6205098278168948,0.027006394461899584
A_Task-1_trial-071,1,F3,2,3,2.7782408275490971,0.023657286356599683
A_Task-1_trial-071,1,F4,2,3,2.7592747237527453,0.018733915213438316
A_Task-1_trial-072,1,Fz,2,3,3.9038816215362195,0.0402325402044377
