trial_key,task,record_id,split_role,method,weight,peak_to_peak_proxy,first_difference_rms_proxy,prebaseline_abs_error,native_anomaly_fraction,retained
A_Task-2_trial-030,2,A_Task-2,development,W0,0.01,2293.5669422968463,40.300081580206751,1.8947806286936004e-14,0.40234375,True
A_Task-2_trial-030,2,A_Task-2,development,SELECTED,0.01,2211.787152145253,25.700723132369657,7.2447494626520014e-15,0.40234375,True
A_Task-2_trial-031,2,A_Task-2,development,P0,1,184.98953249772259,3.9211194554175957,6.5481389373970013e-15,0,True
A_Task-2_trial-031,2,A_Task-2,development,W0,0.80141514798780611,184.98953249772259,3.9211194554175957,6.5481389373970013e-15,0,True
A_Task-2_trial-031,2,A_Task-2,development,SELECTED,0.80141514798780611,169.90679956661603,2.8265084249299961,4.1448326252672513e-15,0,True
A_Task-2_trial-032,2,A_Task-2,development,P0,1,110.72310758080087,2.9393326230972994,2.4207215752611257e-15,0,True
A_Task-2_trial-032,2,A_Task-2,development,W0,1,110.72310758080087,2.9393326230972994,2.4207215752611257e-15,0,True
A_Task-2_trial-032,2,A_Task-2,development,SELECTED,1,105.41376849768065,2.0860405297702669,1.0797463141452502e-15,0,True
A_Task-2_trial-033,2,A_Task-2,development,P0,1,2234.9348203913205,33.470638916910701,7.8020378828560027e-15,0.48828125,True
A_Task-2_trial-033,2,A_Task-2,development,W0,0.01,2234.9348203913205,33.470638916910701,7.8020378828560027e-15,0.48828125,True
A_Task-2_trial-033,2,A_Task-2,development,SELECTED,0.01,1974.0070844505417,20.736699250655839,4.4583073616320011e-15,0.48828125,True
A_Task-2_trial-034,2,A_Task-2,development,P0,1,429.07350628194808,2.9792681984770604,1.3096277874794003e-14,0,True
A_Task-2_trial-034,2,A_Task-2,development,W0,1,429.07350628194808,2.9792681984770604,1.3096277874794003e-14,0,True
A_Task-2_trial-034,2,A_Task-2,development,SELECTED,1,413.73965615162359,2.410771631773251,3.4830526262750008e-15,0,True
A_Task-2_trial-035,2,A_Task-2,development,P0,1,127.4596493496618,2.8678938532842007,4.5279684141575009e-16,0,True
A_Task-2_trial-035,2,A_Task-2,development,W0,1,127.4596493496618,2.8678938532842007,4.5279684141575009e-16,0,True
A_Task-2_trial-035,2,A_Task-2,development,SELECTED,1,117.94899630816425,2.0237724604871361,3.5918980208460947e-16,0,True
A_Task-2_trial-036,2,A_Task-2,development,P0,1,103.98721984318044,2.5683366181258935,8.1851736717462517e-16,0,True
A_Task-2_trial-036,2,A_Task-2,development,W0,1,103.98721984318044,2.5683366181258935,8.1851736717462517e-16,0,True
A_Task-2_trial-036,2,A_Task-2,development,SELECTED,1,98.067962637122449,1.7185999994542673,9.0668213677721111e-16,0,True
A_Task-2_trial-037,2,A_Task-2,development,P0,1,318.43256821587016,3.4351754432824451,1.1145768404080003e-14,0,True
A_Task-2_trial-037,2,A_Task-2,development,W0,1,318.43256821587016,3.4351754432824451,1.1145768404080003e-14,0,True
A_Task-2_trial-037,2,A_Task-2,development,SELECTED,1,306.3724392461516,2.6817949918953565,6.1933029510952357e-16,0,True
A_Task-2_trial-038,2,A_Task-2,development,P0,1,151.83718678553549,3.0015444864270502,2.0724163126336257e-15,0,True
A_Task-2_trial-038,2,A_Task-2,development,W0,1,151.83718678553549,3.0015444864270502,2.0724163126336257e-15,0,True
A_Task-2_trial-038,2,A_Task-2,development,SELECTED,1,149.37682463496111,2.3404829506776723,1.0797463141452502e-15,0,True
A_Task-2_trial-039,2,A_Task-2,development,P0,1,530.60088713480491,3.1176844624616553,2.7864421010200006e-14,0,True
A_Task-2_trial-039,2,A_Task-2,development,W0,1,530.60088713480491,3.1176844624616553,2.7864421010200006e-14,0,True
A_Task-2_trial-039,2,A_Task-2,development,SELECTED,1,528.20519599643455,2.5368107388455341,1.6161364185916004e-14,0,True
A_Task-2_trial-040,2,A_Task-2,development,P0,1,149.88838790172733,2.3507427617395833,1.6022042080865004e-15,0,True
A_Task-2_trial-040,2,A_Task-2,development,W0,1,149.88838790172733,2.3507427617395833,1.6022042080865004e-15,0,True
A_Task-2_trial-040,2,A_Task-2,development,SELECTED,1,147.44931563365034,1.7170844602304767,1.5325431555610005e-15,0,True
A_Task-2_trial-041,2,A_Task-2,development,P0,1,895.92124816127148,3.6379428558169664,2.2291536808160006e-15,0,True
A_Task-2_trial-041,2,A_Task-2,development,W0,1,895.92124816127148,3.6379428558169664,2.2291536808160006e-15,0,True
A_Task-2_trial-041,2,A_Task-2,development,SELECTED,1,886.11961157717474,3.2349911162353489,1.6022042080865004e-15,0,True
A_Task-2_trial-042,2,A_Task-2,development,P0,1,131.09265689824161,3.1296962534341035,4.2667394671868762e-16,0,True
A_Task-2_trial-042,2,A_Task-2,development,W0,1,131.09265689824161,3.1296962534341035,4.2667394671868762e-16,0,True
A_Task-2_trial-042,2,A_Task-2,development,SELECTED,1,124.94357254573653,2.0671821723667256,8.0545591982609396e-16,0,True
A_Task-2_trial-043,2,A_Task-2,development,P0,1,502.81482096569653,2.7488201755475319,4.4025785196116013e-14,0,True
A_Task-2_trial-043,2,A_Task-2,development,W0,1,502.81482096569653,2.7488201755475319,4.4025785196116013e-14,0,True
A_Task-2_trial-043,2,A_Task-2,development,SELECTED,1,497.73152458053391,2.2315730517237182,5.5728842020400014e-16,0,True
A_Task-2_trial-044,2,A_Task-2,development,P0,1,183.00686067512035,2.8120538939066297,6.269494727295002e-16,0,True
A_Task-2_trial-044,2,A_Task-2,development,W0,1,183.00686067512035,2.8120538939066297,6.269494727295002e-16,0,True
