task,condition,channel,method,selected_k,time_s,training_clean_mean,historical_P0_mean,fit,fit_ci_low,fit_ci_high
1,-1,Fz,P0,0,0.1171875,-24.798166509840495,-6.3958049202632701,-27.062365191653253,-53.368231286110955,1.9198542475808842
1,-1,Fz,P0,0,0.12109375,-24.786816749343259,-7.3666641170202158,-27.062365191653253,-53.368231286110955,1.9198542475808842
1,-1,Fz,P0,0,0.125,-24.835255963321867,-8.7579714773861088,-27.062365191653253,-53.368231286110955,1.9198542475808842
1,-1,Fz,P0,0,0.12890625,-24.854912139155964,-10.242101458236728,-27.062365191653253,-53.368231286110955,1.9198542475808842
1,-1,Fz,P0,0,0.1328125,-24.786961303973214,-11.431611715322424,-27.062365191653253,-53.368231286110955,1.9198542475808842
1,-1,Fz,P0,0,0.13671875,-24.627076926854031,-12.022320057323597,-27.062365191653253,-53.368231286110955,1.9198542475808842
1,-1,Fz,P0,0,0.140625,-24.417611026683304,-11.894135698872198,-27.062365191653253,-53.368231286110955,1.9198542475808842
1,-1,Fz,P0,0,0.14453125,-24.220288407271191,-11.140839756668457,-27.062365191653253,-53.368231286110955,1.9198542475808842
1,-1,Fz,P0,0,0.1484375,-24.087678987953979,-10.038165037131431,-27.062365191653253,-53.368231286110955,1.9198542475808842
1,-1,Fz,P0,0,0.15234375,-24.043645696740313,-8.9624158578453557,-27.062365191653253,-53.368231286110955,1.9198542475808842
1,-1,Fz,P0,0,0.15625,-24.074158912697467,-8.2661494111748617,-27.062365191653253,-53.368231286110955,1.9198542475808842
1,-1,Fz,P0,0,0.16015625,-24.129696604342776,-8.1407903233380168,-27.062365191653253,-53.368231286110955,1.9198542475808842
1,-1,Fz,P0,0,0.1640625,-24.143207216694027,-8.5312468727148829,-27.062365191653253,-53.368231286110955,1.9198542475808842
1,-1,Fz,P0,0,0.16796875,-24.062071316129934,-9.1632139470273621,-27.062365191653253,-53.368231286110955,1.9198542475808842
1,-1,Fz,P0,0,0.171875,-23.879812806855067,-9.6845636117494927,-27.062365191653253,-53.368231286110955,1.9198542475808842
1,-1,Fz,P0,0,0.17578125,-23.647053409318826,-9.8482179658215472,-27.062365191653253,-53.368231286110955,1.9198542475808842
1,-1,Fz,P0,0,0.1796875,-23.450927707934913,-9.630991898236493,-27.062365191653253,-53.368231286110955,1.9198542475808842
1,-1,Fz,P0,0,0.18359375,-23.371965387228038,-9.2192741476193447,-27.062365191653253,-53.368231286110955,1.9198542475808842
1,-1,Fz,P0,0,0.1875,-23.441788787187431,-8.8776054372235542,-27.062365191653253,-53.368231286110955,1.9198542475808842
1,-1,Fz,P0,0,0.19140625,-23.623697118210693,-8.7895933236087984,-27.062365191653253,-53.368231286110955,1.9198542475808842
1,-1,Fz,P0,0,0.1953125,-23.824240588808415,-8.9674456898320507,-27.062365191653253,-53.368231286110955,1.9198542475808842
1,-1,Fz,P0,0,0.19921875,-23.928772387229646,-9.2679689639572871,-27.062365191653253,-53.368231286110955,1.9198542475808842
1,-1,Fz,P0,0,0.203125,-23.847162849823039,-9.4832141970317618,-27.062365191653253,-53.368231286110955,1.9198542475808842
1,-1,Fz,P0,0,0.20703125,-23.55694928175113,-9.4438746364030255,-27.062365191653253,-53.368231286110955,1.9198542475808842
1,-1,Fz,P0,0,0.2109375,-23.132538545194741,-9.0872508994888932,-27.062365191653253,-53.368231286110955,1.9198542475808842
1,-1,Fz,P0,0,0.21484375,-22.746303003506437,-8.4714177237768649,-27.062365191653253,-53.368231286110955,1.9198542475808842
1,-1,Fz,P0,0,0.21875,-22.626593409994172,-7.7428858993383738,-27.062365191653253,-53.368231286110955,1.9198542475808842
1,-1,Fz,P0,0,0.22265625,-22.971093651563656,-7.0815538120341035,-27.062365191653253,-53.368231286110955,1.9198542475808842
1,-1,Fz,P0,0,0.2265625,-23.845162540533892,-6.6491034535685669,-27.062365191653253,-53.368231286110955,1.9198542475808842
1,-1,Fz,P0,0,0.23046875,-25.126075270376099,-6.5531580421792395,-27.062365191653253,-53.368231286110955,1.9198542475808842
1,-1,Fz,P0,0,0.234375,-26.550293707095491,-6.8230497291192078,-27.062365191653253,-53.368231286110955,1.9198542475808842
