task,condition,channel,method,selected_k,time_s,training_clean_mean,historical_P0_mean,fit,fit_ci_low,fit_ci_high
1,-1,F4,P0,0,0.6640625,13.486930646105804,9.030629018467307,5.4937249004268489,-4.4677996072029957,13.073745347441664
1,-1,F4,P0,0,0.66796875,13.751491330433334,10.806109468264895,5.4937249004268489,-4.4677996072029957,13.073745347441664
1,-1,F4,P0,0,0.671875,14.055594284416285,12.73942701514607,5.4937249004268489,-4.4677996072029957,13.073745347441664
1,-1,F4,P0,0,0.67578125,14.505275990368666,14.658098033327201,5.4937249004268489,-4.4677996072029957,13.073745347441664
1,-1,F4,P0,0,0.6796875,15.128268453600887,16.364403552042479,5.4937249004268489,-4.4677996072029957,13.073745347441664
1,-1,F4,P0,0,0.68359375,15.86915321973947,17.675996827145038,5.4937249004268489,-4.4677996072029957,13.073745347441664
1,-1,F4,P0,0,0.6875,16.627492678632937,18.465964327364393,5.4937249004268489,-4.4677996072029957,13.073745347441664
1,-1,F4,P0,0,0.69140625,17.314156153896057,18.690719802726534,5.4937249004268489,-4.4677996072029957,13.073745347441664
1,-1,F4,P0,0,0.6953125,17.892001839490501,18.389678637913629,5.4937249004268489,-4.4677996072029957,13.073745347441664
1,-1,F4,P0,0,0.69921875,18.378877008151317,17.654159902467779,5.4937249004268489,-4.4677996072029957,13.073745347441664
1,-1,F4,P0,0,0.703125,18.817861579428421,16.582322011390854,5.4937249004268489,-4.4677996072029957,13.073745347441664
1,-1,F4,P0,0,0.70703125,19.2425566458557,15.243905499054145,5.4937249004268489,-4.4677996072029957,13.073745347441664
1,-1,F4,P0,0,0.7109375,19.664466963076165,13.672786868212789,5.4937249004268489,-4.4677996072029957,13.073745347441664
1,-1,F4,P0,0,0.71484375,20.08517007181274,11.894375470078508,5.4937249004268489,-4.4677996072029957,13.073745347441664
1,-1,F4,P0,0,0.71875,20.510918148468193,9.9782160508536091,5.4937249004268489,-4.4677996072029957,13.073745347441664
1,-1,F4,P0,0,0.72265625,20.946125501414873,8.0851450557722231,5.4937249004268489,-4.4677996072029957,13.073745347441664
1,-1,F4,P0,0,0.7265625,21.366799512380414,6.4686177145201391,5.4937249004268489,-4.4677996072029957,13.073745347441664
1,-1,F4,P0,0,0.73046875,21.701951412656644,5.4083783424537897,5.4937249004268489,-4.4677996072029957,13.073745347441664
1,-1,F4,P0,0,0.734375,21.852404883402009,5.0974302368888402,5.4937249004268489,-4.4677996072029957,13.073745347441664
1,-1,F4,P0,0,0.73828125,21.746643910825053,5.5407555018935915,5.4937249004268489,-4.4677996072029957,13.073745347441664
1,-1,F4,P0,0,0.7421875,21.397239973703872,6.5249490063640678,5.4937249004268489,-4.4677996072029957,13.073745347441664
1,-1,F4,P0,0,0.74609375,20.912517918906271,7.6807788710541578,5.4937249004268489,-4.4677996072029957,13.073745347441664
1,-1,F4,P0,0,0.75,20.447507278606963,8.6141616466356972,5.4937249004268489,-4.4677996072029957,13.073745347441664
1,-1,F4,P0,0,0.75390625,20.123364353448405,9.0501365001043261,5.4937249004268489,-4.4677996072029957,13.073745347441664
1,-1,F4,P0,0,0.7578125,19.967796961996502,8.9270507139310862,5.4937249004268489,-4.4677996072029957,13.073745347441664
1,-1,F4,P0,0,0.76171875,19.911724115567019,8.3978820022060372,5.4937249004268489,-4.4677996072029957,13.073745347441664
1,-1,F4,P0,0,0.765625,19.83723660048215,7.7409554027283392,5.4937249004268489,-4.4677996072029957,13.073745347441664
1,-1,F4,P0,0,0.76953125,19.642899330853758,7.2315163148984682,5.4937249004268489,-4.4677996072029957,13.073745347441664
1,-1,F4,P0,0,0.7734375,19.289818447001505,7.0419230217910753,5.4937249004268489,-4.4677996072029957,13.073745347441664
1,-1,F4,P0,0,0.77734375,18.807662045760107,7.206319562433424,5.4937249004268489,-4.4677996072029957,13.073745347441664
1,-1,F4,P0,0,0.78125,18.262617431433039,7.6369128196838689,5.4937249004268489,-4.4677996072029957,13.073745347441664
1,-1,F4,P0,0,0.78515625,17.710226677219161,8.1597500670583365,5.4937249004268489,-4.4677996072029957,13.073745347441664
1,-1,F4,P0,0,0.7890625,17.163608254709448,8.5557358952027265,5.4937249004268489,-4.4677996072029957,13.073745347441664
1,-1,F4,P0,0,0.79296875,16.595119145474481,8.6132386909822785,5.4937249004268489,-4.4677996072029957,13.073745347441664
1,-1,F4,P0,0,0.796875,15.965454710821975,8.191882889559384,5.4937249004268489,-4.4677996072029957,13.073745347441664
1,1,Fz,P0,1,-0.19921875,-4.1144702802086046,12.918343700362987,,,
1,1,Fz,P0,1,-0.1953125,-3.4348059316076887,12.650301125466839,,,
1,1,Fz,P0,1,-0.19140625,-2.7285576612382014,12.415443793264249,,,
1,1,Fz,P0,1,-0.1875,-2.0478493759905696,11.999593333819568,,,
1,1,Fz,P0,1,-0.18359375,-1.4297041214906212,11.207585985547643,,,
1,1,Fz,P0,1,-0.1796875,-0.90107556766918495,9.9828405521618304,,,
1,1,Fz,P0,1,-0.17578125,-0.48352961207122491,8.455200042901188,,,
1,1,Fz,P0,1,-0.171875,-0.19384779699233051,6.8802920465234587,,,
1,1,Fz,P0,1,-0.16796875,-0.037614157105995173,5.5090186272960775,,,
1,1,Fz,P0,1,-0.1640625,0.00091187841641698247,4.4727046070365128,,,
1,1,Fz,P0,1,-0.16015625,-0.036889299298265676,3.7501936060438594,,,
1,1,Fz,P0,1,-0.15625,-0.093781032256690808,3.2205808101993667,,,
1,1,Fz,P0,1,-0.15234375,-0.12066986797823581,2.7517663106819028,,,
1,1,Fz,P0,1,-0.1484375,-0.10424243647362044,2.2650130781125091,,,
1,1,Fz,P0,1,-0.14453125,-0.079214398464115335,1.7462531898970548,,,
1,1,Fz,P0,1,-0.140625,-0.11001071261716225,1.2170514821623606,,,
1,1,Fz,P0,1,-0.13671875,-0.2482754156973857,0.70080824191379232,,,
1,1,Fz,P0,1,-0.1328125,-0.49525650453406578,0.21037699576177785,,,
1,1,Fz,P0,1,-0.12890625,-0.79686261860696372,-0.24385068003800239,,,
1,1,Fz,P0,1,-0.125,-1.0735598346492987,-0.64321756095423033,,,
1,1,Fz,P0,1,-0.12109375,-1.2621970106341867,-0.95931135536959644,,,
1,1,Fz,P0,1,-0.1171875,-1.3421550263745383,-1.1592169501404932,,,
1,1,Fz,P0,1,-0.11328125,-1.3319645308459473,-1.2119963879885192,,,
1,1,Fz,P0,1,-0.109375,-1.2621406405188593,-1.0995280496712878,,,
1,1,Fz,P0,1,-0.10546875,-1.1449767832734057,-0.83779845105620832,,,
1,1,Fz,P0,1,-0.1015625,-0.96433475110252154,-0.50080635586800415,,,
1,1,Fz,P0,1,-0.09765625,-0.69391897586020734,-0.22254511275221506,,,
1,1,Fz,P0,1,-0.09375,-0.32946976357499019,-0.15926417753591601,,,
1,1,Fz,P0,1,-0.08984375,0.091972326452581243,-0.42493528981577561,,,
1,1,Fz,P0,1,-0.0859375,0.50205082189323547,-1.0361802436483689,,,
1,1,Fz,P0,1,-0.08203125,0.83256113946129096,-1.897148971072669,,,
1,1,Fz,P0,1,-0.078125,1.0453150610963218,-2.8315733815868858,,,
1,1,Fz,P0,1,-0.07421875,1.1435465668935696,-3.6468249521803755,,,
1,1,Fz,P0,1,-0.0703125,1.1656361446832748,-4.1993786253033365,,,
1,1,Fz,P0,1,-0.06640625,1.1705163070565174,-4.4304102720774763,,,
1,1,Fz,P0,1,-0.0625,1.2190232701925807,-4.361583583182175,,,
1,1,Fz,P0,1,-0.05859375,1.3512049442195091,-4.0687953658007059,,,
1,1,Fz,P0,1,-0.0546875,1.5650588338890745,-3.6587179489598292,,,
1,1,Fz,P0,1,-0.05078125,1.80860532198615,-3.2575767672931493,,,
1,1,Fz,P0,1,-0.046875,1.9947870829814709,-3.0054905071159994,,,
1,1,Fz,P0,1,-0.04296875,2.0380417816301617,-3.0437364533436155,,,
1,1,Fz,P0,1,-0.0390625,1.8976887249214736,-3.4821317596535515,,,
1,1,Fz,P0,1,-0.03515625,1.6040936974596145,-4.3440955775735404,,,
1,1,Fz,P0,1,-0.03125,1.2491650276418107,-5.5148846313920759,,,
1,1,Fz,P0,1,-0.02734375,0.9442957853161067,-6.7414476868787094,,,
1,1,Fz,P0,1,-0.0234375,0.77022751572135251,-7.7126146429195046,,,
1,1,Fz,P0,1,-0.01953125,0.74592141701548142,-8.1899639238348101,,,
1,1,Fz,P0,1,-0.015625,0.82809753663351227,-8.1163803488868407,,,
1,1,Fz,P0,1,-0.01171875,0.9365908690868362,-7.6414156572520371,,,
1,1,Fz,P0,1,-0.0078125,0.99356210165533843,-7.0536670876605907,,,
1,1,Fz,P0,1,-0.00390625,0.9624999508312021,-6.6568787703464904,,,
1,1,Fz,P0,1,0,0.87068279579080943,-6.6459874019965417,4.8068684651087299,-4.1319827179878237,13.104833948387668
1,1,Fz,P0,1,0.00390625,0.80129557561427411,-7.0354414544693276,4.8068684650763327,-4.1319990196595953,13.104833948387588
1,1,Fz,P0,1,0.0078125,0.85545184482637204,-7.6697040547623425,4.8068684650283879,-4.132018412824638,13.104833948387459
1,1,Fz,P0,1,0.01171875,1.1034721302168704,-8.3074650256434097,4.8068684649576587,-4.1320414499665166,13.104833948387252
1,1,Fz,P0,1,0.015625,1.5513820777620326,-8.7340745584879134,4.806868464853653,-4.1320687756596328,13.104833948386924
1,1,Fz,P0,1,0.01953125,2.136228358182533,-8.8469496584265972,4.8068684647012061,-4.1321011406724706,13.104833948386402
1,1,Fz,P0,1,0.0234375,2.7468163373358454,-8.6807750930076786,4.806868464478474,-4.1321394180079469,13.104833948385576
1,1,Fz,P0,1,0.02734375,3.2587937284966761,-8.3718673276968847,4.8068684641540953,-4.1321846211091184,13.10483394838427
1,1,Fz,P0,1,0.03125,3.5716545216437088,-8.0846349402386419,4.8068684636832,-4.1322379244792797,13.104833948382218
1,1,Fz,P0,1,0.03515625,3.634911742321977,-7.9349954960720321,4.8068684630018055,-4.2262266675853235,13.104833948379005
1,1,Fz,P0,1,0.0390625,3.4556447507549941,-7.9468527748462696,4.8068684620189837,-4.324948693633698,13.104833948373996
1,1,Fz,P0,1,0.04296875,3.0900752998033947,-8.0631349190605413,4.8068684606059495,-4.4267137111206134,13.10483394836621
1,1,Fz,P0,1,0.046875,2.6272305642385594,-8.2025948038552308,4.8068684585809205,-4.498213924989594,13.10483394835415
1,1,Fz,P0,1,0.05078125,2.1685933568028575,-8.3248266126510408,4.8068684556881749,-4.4983765980533459,13.104833948335553
1,1,Fz,P0,1,0.0546875,1.8038550798745299,-8.4609366300281881,4.8068684515692004,-4.4985658162097177,13.104833948306974
1,1,Fz,P0,1,0.05859375,1.5876469741878019,-8.6898976629267732,4.8068684457230875,-4.5001071459337325,13.104833948263217
1,1,Fz,P0,1,0.0625,1.5281099518853163,-9.0746102967900466,4.8068684374523558,-4.5974836839104958,13.104833948196477
1,1,Fz,P0,1,0.06640625,1.5935820884703316,-9.5980624173852167,4.8068684257891272,-4.6466848681350879,13.104833948095067
1,1,Fz,P0,1,0.0703125,1.731347346624434,-10.145285929832584,4.8068684093948963,-4.6468716415776843,13.104833947941534
1,1,Fz,P0,1,0.07421875,1.8870303461012099,-10.552865809051145,4.8068683864249433,-4.6974567385254229,13.104833947709967
1,1,Fz,P0,1,0.078125,2.0193659323812918,-10.701633998815943,4.8068683543456121,-4.7579995988652444,13.104833947361994
1,1,Fz,P0,1,0.08203125,2.110449063938209,-10.592046667279329,4.8068683096889755,-4.8428159739349645,13.104833946841042
1,1,Fz,P0,1,0.0859375,2.1684201762582562,-10.350994685985777,4.8068682477246822,-4.9715789580039011,13.104833946064007
1,1,Fz,P0,1,0.08984375,2.2174127692200907,-10.169261659563315,4.8068681620226599,-5.1029739599590052,13.104833944909295
1,1,Fz,P0,1,0.09375,2.2769438546864764,-10.213594317301283,4.8068680438725861,-5.2369845176839815,13.104833943199674
1,1,Fz,P0,1,0.09765625,2.3421131715116346,-10.560602639429424,4.806867881516145,-5.3735905982380521,13.104833940677805
1,1,Fz,P0,1,0.1015625,2.3770528413578411,-11.174613784685235,4.8068676591355555,-5.5127685144900678,13.104833936971492
1,1,Fz,P0,1,0.10546875,2.3277902228150498,-11.929499963046208,4.8068673555261192,-5.6544908461747916,13.104833931544462
1,1,Fz,P0,1,0.109375,2.1508494056659178,-12.66267108689274,4.8068669423607906,-5.7987263656947121,13.104833923627032
1,1,Fz,P0,1,0.11328125,1.8428903774440513,-13.239177205619056,4.806866381930182,-5.945439968988051,13.104833912118753
1,1,Fz,P0,1,0.1171875,1.4520559093548695,-13.597245034492497,4.806865624210924,-6.0945926117798646,13.104833895452321
1,1,Fz,P0,1,0.12109375,1.0616276524341921,-13.754745192214646,4.8068646030776918,-6.2461412515282797,13.104833871404107
1,1,Fz,P0,1,0.125,0.75564036402975943,-13.779918855534152,4.806863231428097,-6.4000387953718976,13.104833836831453
1,1,Fz,P0,1,0.12890625,0.58741885653636006,-13.751698986823943,4.8068613949333958,-6.5562340543773105,13.104833787309937
1,1,Fz,P0,1,0.1328125,0.56613127343854663,-13.734722659827014,4.8068589440597105,-6.7146717043774373,13.104833716634593
1,1,Fz,P0,1,0.13671875,0.66116748903344591,-13.773531730024494,4.8068556839222385,-6.8754495919782599,13.104833616136901
1,1,Fz,P0,1,0.140625,0.81418050700219546,-13.893419333688801,4.8068513614363244,-7.0388115001279647,13.104833473753452
1,1,Fz,P0,1,0.14453125,0.95053165221635971,-14.097271511109371,4.8068456491118488,-7.2042265437140482,13.104833272761269
1,1,Fz,P0,1,0.1484375,0.99094755256274258,-14.359733535773774,4.8068381246985474,-7.3716221253430705,13.104832990067774
1,1,Fz,P0,1,0.15234375,0.87062194561149853,-14.627194579419786,4.8068282457265266,-7.540921412254149,13.10483259390837
1,1,Fz,P0,1,0.15625,0.56849596373091349,-14.829071401528186,4.8068153177958415,-7.7120433427325139,13.104832040759641
1,1,Fz,P0,1,0.16015625,0.13483313051551871,-14.894962949765798,4.8067984552482619,-7.8849026408596163,13.104831271218753
1,1,Fz,P0,1,0.1640625,-0.30601078246765068,-14.76425812808144,4.8067765326008205,-8.0594098397834077,13.104830204526673
1,1,Fz,P0,1,0.16796875,-0.593068170838978,-14.384251273097897,4.8067481248317074,-8.2354713136741715,13.104828731320566
1,1,Fz,P0,1,0.171875,-0.59565321119084924,-13.714140973193924,4.8067114342826107,-8.4129893185119773,13.104826704085086
1,1,Fz,P0,1,0.17578125,-0.27424743970240123,-12.754933564328288,4.806664201576373,-8.5918620418317015,13.104823924627794
1,1,Fz,P0,1,0.1796875,0.29973875853144316,-11.594515207575311,4.8066035975445143,-8.7719836615304256,13.104820127725008
1,1,Fz,P0,1,0.18359375,0.97407996138139419,-10.4252352310184,4.8065260927166698,-8.9532444138201601,13.104814959863926
1,1,Fz,P0,1,0.1875,1.5757980326563648,-9.5012651231034333,4.8064273004460274,-9.1355306703860393,13.104807951737369
1,1,Fz,P0,1,0.19140625,1.9715602484274699,-9.0492267989266573,4.806301789236004,-9.3187250247868167,13.104798482820303
1,1,Fz,P0,1,0.1953125,2.106171869217309,-9.1803217393061125,4.8061428593010609,-9.5027063881102904,13.10478573596304
1,1,Fz,P0,1,0.19921875,2.008771845918925,-9.8473633378050582,4.8059422778487031,-9.6899496804301943,13.104768639464949
1,1,Fz,P0,1,0.203125,1.7682598470732123,-10.861501257689701,4.8056899670242634,-9.8832477578102882,13.104745793534118
1,1,Fz,P0,1,0.20703125,1.4917792792860451,-11.955967442514186,4.8053736379322505,-10.076623040888562,13.104715377382663
1,1,Fz,P0,1,0.2109375,1.2670411010584171,-12.868114491547757,4.8049783636602026,-10.269928290099614,13.104675032444588
1,1,Fz,P0,1,0.21484375,1.1439795951977692,-13.410948932210948,4.804486083809274,-10.463013471830125,13.104621716325221
1,1,Fz,P0,1,0.21875,1.1375291515119346,-13.519416180000599,4.803875032712285,-10.655725935174789,13.104551521091976
1,1,Fz,P0,1,0.22265625,1.2425343299686538,-13.267998256059304,4.8031190833310582,-10.847910597105827,13.104459448393536
1,1,Fz,P0,1,0.2265625,1.4484750409721436,-12.852174803250939,4.8021869988125738,-11.039410135788302,13.104339132650479
1,1,Fz,P0,1,0.23046875,1.7428399150824001,-12.522640416466801,4.8010415838942979,-11.230065191746656,13.1041825022041
1,1,Fz,P0,1,0.234375,2.0985839893980582,-12.482364021441038,4.79963872883389,-11.41971457656124,13.103979366859068
1,1,Fz,P0,1,0.23828125,2.4559019898349033,-12.793484012190186,4.7979263393514744,-11.608195488747649,13.103716918737494
1,1,Fz,P0,1,0.2421875,2.7219219869408491,-13.351170737429907,4.7958431472702117,-11.795343736446267,13.103379131818022
1,1,Fz,P0,1,0.24609375,2.805526128269265,-13.941969715014631,4.7933173981797355,-11.98099396652465,13.102946044019454
1,1,Fz,P0,1,0.25,2.6755134735546693,-14.346873521594906,4.7902654145823789,-12.164979899671543,13.10239290427805
1,1,Fz,P0,1,0.25390625,2.4024238682588765,-14.427518870920323,4.7865900356651112,-12.347134571038234,13.101689165853871
1,1,Fz,P0,1,0.2578125,2.1462495262674399,-14.160903047143936,4.7821789381148072,-12.527290575960953,13.100797306199111
1,1,Fz,P0,1,0.26171875,2.0869787463082563,-13.627993800235208,4.7769028462945329,-12.705280320277094,13.099671453266831
1,1,Fz,P0,1,0.265625,2.3349742832412157,-12.976762184792861,4.7706136446436824,-12.880936274728242,13.098255798291387
1,1,Fz,P0,1,0.26953125,2.8722318885972014,-12.371825848253623,4.7631424103565401,-13.054091232924444,13.096482776012612
1,1,Fz,P0,1,0.2734375,3.5562921018559592,-11.937892846545678,4.7542973902119474,-13.224578572327104,13.09427099524396
1,1,Fz,P0,1,0.27734375,4.183266626244146,-11.711722433414096,4.7438619518245346,-13.392232517691941,13.09152290581361
1,1,Fz,P0,1,0.28125,4.5771621835153766,-11.621268493871545,4.7315925464890913,-13.556888406399375,13.08812219245795
1,1,Fz,P0,1,0.28515625,4.6625394610198247,-11.502464340446233,4.7172167280842672,-13.718382955086902,13.083930892437756
1,1,Fz,P0,1,0.2890625,4.4892707795199094,-11.15319594292489,4.7004312800438939,-13.876554526986935,13.078786241683842
1,1,Fz,P0,1,0.29296875,4.2041864643343265,-10.413745080049095,4.6809005100100221,-14.031243399364305,13.072497264338262
1,1,Fz,P0,1,0.296875,3.9887951949730236,-9.246836948384674,4.6582547792287388,-14.182292030439884,13.064841132770528
1,1,Fz,P0,1,0.30078125,3.9919231487136608,-7.7759628325866261,4.632089340777731,-14.329545325180943,13.055559339583148
1,1,Fz,P0,1,0.3046875,4.2812957416913173,-6.2505200345048113,4.601963567028009,-14.472850899334928,13.044353739758323
1,1,Fz,P0,1,0.30859375,4.8271607664261778,-4.9463411450298391,4.5674006520149462,-14.61205934108102,13.030882539811955
1,1,Fz,P0,1,0.3125,5.5188664338864779,-4.0520996043781183,4.5278878782755418,-14.747024469673761,13.014756331357253
1,1,Fz,P0,1,0.31640625,6.2039733265074517,-3.600565693505748,4.4828775398336349,-14.877603590454529,12.995534288434282
1,1,Fz,P0,1,0.3203125,6.7344067107223431,-3.474656903995577,4.4317886130125785,-15.003657745610267,12.972720670764536
1,1,Fz,P0,1,0.32421875,7.007927249984288,-3.4775309701455908,4.3740092642637087,-15.125051960064418,12.945761797994766
1,1,Fz,P0,1,0.328125,6.9978825342238311,-3.4271303279548766,4.3089002788807536,-15.241655481892417,12.914043682074073
1,1,Fz,P0,1,0.33203125,6.76218230931224,-3.2273363135625805,4.2357994860268215,-15.353342016663458,12.876890525058881
1,1,Fz,P0,1,0.3359375,6.4214402434445157,-2.8837989174838841,4.154027243691246,-15.459989955121529,12.833564306596529
1,1,Fz,P0,1,0.33984375,6.1088605727900571,-2.4667437162268437,4.0628930318533971,-15.561482593631931,12.783265697702515
1,1,Fz,P0,1,0.34375,5.9144500246693434,-2.0526731290193005,3.9617031831883374,-15.657708346834429,12.725136543731107
1,1,Fz,P0,1,0.34765625,5.8521160850649174,-1.6807596555190898,3.8497697581438568,-15.748560951961055,12.658264158121218
1,1,Fz,P0,1,0.3515625,5.8628639340234843,-1.3417389657003524,3.7264205453145278,-15.834658224635561,12.581687658093465
1,1,Fz,P0,1,0.35546875,5.8467894055042962,-0.99711883835117621,3.5910101390375346,-15.924014143028685,12.494406552611466
1,1,Fz,P0,1,0.359375,5.7070456410456423,-0.61478497878108951,3.4429320144847315,-16.008138178444653,12.395391760444674
1,1,Fz,P0,1,0.36328125,5.3886582588154894,-0.20103427612833583,3.2816314868221133,-16.086936710481528,12.283599191235551
1,1,Fz,P0,1,0.3671875,4.8966524779244169,0.190152772981904,3.1066194059955192,-16.160321721524657,12.1579859646477
1,1,Fz,P0,1,0.37109375,4.284478776576643,0.47643902429985746,2.9174864032630063,-16.228210960546779,12.017529272031299
1,1,Fz,P0,1,0.375,3.6197311027007846,0.5809512753484618,2.7139174707373428,-16.290528096709554,11.861247802262818
1,1,Fz,P0,1,0.37890625,2.9502224364207956,0.45799765379324492,2.4957066220372557,-16.347202862365013,11.688225559841765
1,1,Fz,P0,1,0.3828125,2.2931100327495204,0.1005199702760282,2.2627713518588033,-16.398171185081925,11.497637801015163
1,1,Fz,P0,1,0.38671875,1.6503373783484288,-0.46043956412117876,2.0151665860945789,-16.426734457204102,11.288778705436988
1,1,Fz,P0,1,0.390625,1.0322600538034057,-1.1495544951476027,1.7530977932747631,-16.402959912579899,11.061090290144737
1,1,Fz,P0,1,0.39453125,0.46710483640178285,-1.8385332362378042,1.4769329137627361,-16.372858356637625,10.81419196357926
1,1,Fz,P0,1,0.3984375,-0.011384057488009513,-2.3593810027154754,1.1872127563999479,-16.336463284612933,10.547910014645151
1,1,Fz,P0,1,0.40234375,-0.38734867915217741,-2.557730120906764,0.88465951411059662,-16.299259056187729,10.262306240440081
1,1,Fz,P0,1,0.40625,-0.67981429025963114,-2.3706228345386675,0.57018306110845518,-16.256880669160534,9.957704841480572
1,1,Fz,P0,1,0.41015625,-0.94288673369023246,-1.8803969997152543,0.24488471532416969,-16.208386270191493,9.6347166601681167
1,1,Fz,P0,1,0.4140625,-1.249776175347332,-1.2975567791585412,-0.089941819254967012,-16.193337826189129,9.2942598117016306
1,1,Fz,P0,1,0.41796875,-1.6671117754753144,-0.86983070083136516,-0.43281257452333805,-16.180306610364756,8.9438649114828372
1,1,Fz,P0,1,0.421875,-2.2270541324283482,-0.77084374982913872,-0.78205869788910976,-16.161275789316516,8.5793796503218402
1,1,Fz,P0,1,0.42578125,-2.9062877353847356,-1.0374561739129526,-1.135835223315147,-16.13626705855452,8.2026218659146029
1,1,Fz,P0,1,0.4296875,-3.6231003493729896,-1.5821402699978093,-1.4921332999348973,-16.105308902048584,7.8157994409789433
1,1,Fz,P0,1,0.43359375,-4.2599765543194525,-2.2501265167802451,-1.8487958704238883,-16.068436538165194,7.4240610914421152
1,1,Fz,P0,1,0.4375,-4.7061728817968929,-2.8751833536930609,-2.2035367126038579,-16.02569185290174,7.1393594226192896
1,1,Fz,P0,1,0.44140625,-4.9004313296875432,-3.3141407559365414,-2.5539626763201539,-16.044239228953106,6.856208210957158
1,1,Fz,P0,1,0.4453125,-4.8518888618546105,-3.467973274096424,-2.8975988656631424,-16.12078112561003,6.5767646227723366
1,1,Fz,P0,1,0.44921875,-4.6312517183885005,-3.3007949865963524,-3.231916436448492,-16.185370660006473,6.303265065809307
1,1,Fz,P0,1,0.453125,-4.3418051162066327,-2.8571928900838182,-3.5543626029516204,-16.246844592726344,6.0379966746054379
1,1,Fz,P0,1,0.45703125,-4.0858391980006408,-2.2700146460535753,-3.8623923786223124,-16.245278438977891,5.7832663713105585
1,1,Fz,P0,1,0.4609375,-3.937180705505678,-1.7456332514114543,-4.1535015152084416,-16.178859302994397,5.5413680617567334
1,1,Fz,P0,1,0.46484375,-3.9255287289436196,-1.5097512854857602,-4.4252600555342427,-16.106923575932775,5.3145486020861457
1,1,Fz,P0,1,0.46875,-4.0355000070572364,-1.7073919267283224,-4.6753458789879954,-16.034902343279501,5.1049732315832115
1,1,Fz,P0,1,0.47265625,-4.2176487905112996,-2.2862652349109966,-4.9015775971151143,-16.050935975082677,4.9146912098250537
1,1,Fz,P0,1,0.4765625,-4.4034206277620322,-2.9346828979578241,-5.1019461507176391,-16.084703072987541,4.7479448563294273
1,1,Fz,P0,1,0.48046875,-4.5189088253767098,-3.1555127108356911,-5.274644470201058,-16.167453422817953,4.604102368423697
1,1,Fz,P0,1,0.484375,-4.499517889418672,-2.5084412230176589,-5.4180945877561282,-16.228584406451159,4.4843067838251782
1,1,Fz,P0,1,0.48828125,-4.3076476499923091,-0.95175433171211676,-5.5309716329697656,-16.267779653918037,4.3898006537931247
1,1,Fz,P0,1,0.4921875,-3.9480900576363549,0.88513161472391388,-5.6122242017569395,-16.284847424156268,4.3137859836717061
1,1,Fz,P0,1,0.49609375,-3.4729502779106913,1.6947260048387534,-5.661090660725332,-16.281618776700739,4.2665232226225163
1,1,Fz,P0,1,0.5,-2.9745136242359922,-0.13802560310593934,-5.6771110333929364,-16.257730894929605,4.2507150081920129
1,1,Fz,P0,1,0.50390625,-2.5697779424829785,-5.8593481717338287,-5.6601342088348083,-16.212441982296632,4.266523222636895
1,1,Fz,P0,1,0.5078125,-2.375980329002056,-15.658453808225381,-5.6103203147634746,-16.146036381986679,4.3137859837002992
1,1,Fz,P0,1,0.51171875,-2.4740205934008919,-28.396549552612122,-5.5281382029232704,-16.000967695324171,4.3898006538356089
1,1,Fz,P0,1,0.515625,-2.8698561531616158,-42.036106368735439,-5.4143581020249352,-15.823651432469171,4.4843067838810757
1,1,Fz,P0,1,0.51953125,-3.479361298394744,-54.566404830438458,-5.2700395992350728,-15.625175146856945,4.6041023684923861
1,1,Fz,P0,1,0.5234375,-4.1540894935951718,-64.768548375945855,-5.0965152124910542,-15.406633435376442,4.7479448564101512
1,1,Fz,P0,1,0.52734375,-4.7365324536254967,-72.312253169069777,-4.8953699098173349,-15.196804560208109,4.914691209926608
1,1,Fz,P0,1,0.53125,-5.1138922550245409,-77.345310976844743,-4.6684170158065283,-14.980501800160082,5.1049732316960155
1,1,Fz,P0,1,0.53515625,-5.2456591482286994,-80.122818464837934,-4.4176710172682592,-14.751069612250253,5.3145486022090216
1,1,Fz,P0,1,0.5390625,-5.1597901094745149,-80.942461282759226,-4.1453178379201248,-14.509225755400378,5.5413680618884271
1,1,Fz,P0,1,0.54296875,-4.9268992434239927,-80.224750448521249,-3.853683194542322,-14.254053046962893,5.7832663714497619
1,1,Fz,P0,1,0.546875,-4.6271189212546027,-78.51467388794093,-3.5451996733878781,-13.988802274805051,6.0379966747508096
1,1,Fz,P0,1,0.55078125,-4.3235824936067369,-76.369629770738499,-3.2223731755015335,-13.773273531256669,6.3032650659594962
1,1,Fz,P0,1,0.5546875,-4.0509213224519556,-74.227855887228074,-2.8877493731391781,-13.546429349119,6.5767646229259986
1,1,Fz,P0,1,0.55859375,-3.8178222236866493,-72.341360017313832,-2.5438807973812896,-13.309235235987614,6.8562082111129792
1,1,Fz,P0,1,0.5625,-3.6161557267402342,-70.788085307212413,-2.1932951404427721,-13.062682725274886,7.1393594227760016
1,1,Fz,P0,1,0.56640625,-3.4307487518996642,-69.529604450496848,-1.8384653066479422,-12.808964334467644,7.4240610915985146
1,1,Fz,P0,1,0.5703125,-3.2481582783785039,-68.478226202014412,-1.4817816854506243,-12.561687874901237,7.8158009990742894
1,1,Fz,P0,1,0.57421875,-3.0624252011352611,-67.555104059482034,-1.1255270503839694,-12.342323041552872,8.202623381143999
1,1,Fz,P0,1,0.578125,-2.8741947373509795,-66.726858080293596,-0.77185441174775182,-12.096695769374591,8.5793811132867255
1,1,Fz,P0,1,0.58203125,-2.6829593421105047,-66.008134692946186,-0.42276807059855898,-11.87975745819193,8.9438663142260637
